	T89-1	T89-2	250-5	250-8	250-13
Potri.002G239600.0	4	7	1	0	3
Potri.002G239700.0	33	46	33	16	31
Potri.002G239800.0	15	15	8	11	9
Potri.002G239900.0	463	552	417	241	590
Potri.002G240000.0	48	71	41	28	62
Potri.002G240100.0	204	304	148	113	242
Potri.002G240200.0	33	54	22	8	27
Potri.002G240300.0	0	0	0	0	0
Potri.002G240400.0	0	3	0	0	0
Potri.002G240500.0	0	0	0	0	0
Potri.002G240600.0	202	227	139	74	196
Potri.002G240700.0	1	0	0	0	0
Potri.002G240800.0	5	4	4	1	0
Potri.002G240900.0	250	292	129	117	218
Potri.002G241000.0	104	105	52	50	121
Potri.002G241100.0	105	77	49	33	72
Potri.002G241200.0	28	36	20	11	38
Potri.002G241300.0	11	23	9	8	11
Potri.002G241400.0	7	6	5	7	12
Potri.002G241500.0	11	38	1	5	5
Potri.002G241600.0	1	2	0	1	1
Potri.002G241700.0	157	226	146	85	184
Potri.002G241800.0	124	178	136	47	233
Potri.002G241900.0	688	1045	489	369	829
Potri.002G242000.0	1	0	0	0	0
Potri.002G242100.0	5	6	10	2	5
Potri.002G242200.0	18	10	6	3	13
Potri.002G242300.0	43	58	40	19	52
Potri.002G242400.0	0	1	1	0	2
Potri.002G242500.0	3582	4588	2279	1327	2625
Potri.002G242600.0	174	123	67	60	125
Potri.002G242700.0	248	338	111	74	137
Potri.002G242800.0	0	0	0	2	2
Potri.002G242900.0	192	213	140	72	183
Potri.002G243000.0	203	341	156	114	208
Potri.002G243100.0	0	0	0	0	0
Potri.002G243200.0	0	0	0	0	0
Potri.002G243300.0	15	12	14	4	13
Potri.002G243400.0	210	327	256	136	320
Potri.002G243500.0	23	29	21	6	25
Potri.002G243600.0	39	45	23	22	48
Potri.002G243700.0	17	22	7	13	9
Potri.002G243800.0	9	15	6	12	14
Potri.002G243900.0	138	204	91	61	107
Potri.002G244000.0	27	29	20	14	24
Potri.002G244100.0	0	0	0	0	0
Potri.002G244200.0	0	0	0	0	0
Potri.002G244300.0	0	0	0	0	0
Potri.002G244400.0	1	2	0	0	1
Potri.002G244500.0	11	13	12	2	13
Potri.002G244600.0	1	2	2	0	1
Potri.002G244700.0	123	173	89	49	149
Potri.002G244800.0	49	72	50	31	63
Potri.002G244900.0	0	1	1	0	0
Potri.002G245000.0	27	33	22	13	43
Potri.002G245100.0	1	3	0	1	1
Potri.002G245200.0	1	3	0	0	1
Potri.002G245300.0	66	91	36	28	66
Potri.002G245400.0	55	63	45	20	40
Potri.002G245500.0	85	94	42	22	67
Potri.002G245600.0	49	64	29	28	50
Potri.002G245700.0	18	32	13	6	11
Potri.002G245800.0	44	62	28	30	58
Potri.002G245900.0	179	187	117	86	189
Potri.002G246000.0	44	52	31	28	55
Potri.002G246100.0	103	112	79	58	127
Potri.002G246200.0	2	1	3	0	1
Potri.002G246300.0	190	174	81	118	159
Potri.002G246400.0	107	123	70	45	99
Potri.002G246500.0	466	606	364	252	543
Potri.002G246600.0	550	488	334	252	459
Potri.002G246700.0	0	0	0	0	0
Potri.002G246800.0	117	105	75	42	110
Potri.002G246900.0	3	2	1	0	1
Potri.002G247000.0	0	0	0	0	0
Potri.002G247100.0	129	211	132	81	205
Potri.002G247200.0	0	0	0	0	0
Potri.002G247300.0	0	0	0	0	0
Potri.002G247400.0	19	21	16	4	17
Potri.002G247500.0	236	432	241	159	358
Potri.002G247600.0	7	11	3	1	2
Potri.002G247700.0	171	98	84	64	219
Potri.002G247800.0	7	9	1	1	1
Potri.002G247900.0	89	114	57	31	67
Potri.002G248000.0	42	41	28	17	47
Potri.002G248100.0	32	40	21	18	33
Potri.002G248200.0	453	649	281	291	450
Potri.002G248300.0	541	513	285	231	439
Potri.002G248400.0	65	102	50	33	74
Potri.002G248500.0	171	194	144	99	185
Potri.002G248600.0	74	136	75	49	89
Potri.002G248700.0	49	78	33	30	63
Potri.002G248800.0	29	36	25	13	45
Potri.002G248900.0	28	44	24	19	33
Potri.002G249000.0	374	254	170	159	277
Potri.002G249100.0	1	1	0	0	0
Potri.002G249200.0	128	140	60	42	52
Potri.002G249300.0	797	1060	649	409	929
Potri.002G249400.0	246	340	202	114	330
Potri.002G249500.0	55	61	33	41	65
Potri.002G249600.0	72	57	15	14	35
Potri.002G249700.0	67	51	20	10	35
Potri.002G249800.0	0	0	1	0	0
Potri.002G249900.0	0	0	0	0	0
Potri.002G250000.0	66	78	24	11	18
Potri.002G250100.0	4	2	2	0	3
Potri.002G250200.0	65	45	31	22	51
Potri.002G250300.0	0	0	0	0	0
Potri.002G250400.0	14	12	7	4	10
Potri.002G250500.0	41	42	32	17	39
Potri.002G250600.0	3	1	0	0	2
Potri.002G250700.0	1	1	0	0	0
Potri.002G250800.0	3	4	3	2	0
Potri.002G250900.0	2	6	4	2	3
Potri.002G251000.0	150	454	77	77	119
Potri.002G251100.0	0	0	0	0	0
Potri.002G251200.0	54	47	104	54	118
Potri.002G251300.0	0	0	0	0	0
Potri.002G251400.0	9	6	10	5	7
Potri.002G251500.0	2	1	0	1	1
Potri.002G251600.0	354	455	217	146	263
Potri.002G251700.0	30	42	14	15	27
Potri.002G251800.0	9	13	12	6	16
Potri.002G251900.0	0	0	0	0	0
Potri.002G252000.0	0	0	0	0	0
Potri.002G252100.0	0	0	0	0	0
Potri.002G252200.0	0	0	0	0	0
Potri.002G252300.0	0	0	0	0	0
Potri.002G252400.0	0	1	17	0	0
Potri.002G252500.0	0	0	0	0	0
Potri.002G252600.0	497	580	314	231	401
Potri.002G252700.0	52	31	10	9	35
Potri.002G252800.0	96	154	79	30	111
Potri.002G252900.0	54	63	38	33	48
Potri.002G253000.0	9	2	3	5	8
Potri.002G253100.0	0	0	0	0	0
Potri.002G253200.0	595	848	515	299	654
Potri.002G253300.0	0	0	0	0	0
Potri.002G253400.0	1	0	39	0	4
Potri.002G253500.0	531	718	362	279	607
Potri.002G253600.0	465	676	353	217	532
Potri.002G253700.0	0	2	0	0	2
Potri.002G253800.0	72	74	82	65	130
Potri.002G253900.0	0	0	0	0	0
Potri.002G254000.0	17	33	15	5	15
Potri.002G254100.0	38	70	33	14	54
Potri.002G254200.0	1	0	0	0	0
Potri.002G254300.0	336	551	342	202	498
Potri.002G254400.0	0	0	0	0	0
Potri.002G254500.0	27	43	42	15	45
Potri.002G254600.0	453	727	483	277	621
Potri.002G254700.0	258	437	282	173	383
Potri.002G254800.0	1	7	2	2	9
Potri.002G254900.0	383	462	268	213	420
Potri.002G255000.0	0	0	0	0	0
Potri.002G255100.0	0	0	0	0	0
Potri.002G255200.0	2	1	3	3	2
Potri.002G255300.0	17	11	5	5	14
Potri.002G255400.0	133	243	130	93	187
Potri.002G255500.0	13	16	25	21	48
Potri.002G255600.0	22	35	29	11	27
Potri.002G255700.0	0	0	0	0	0
Potri.002G255800.0	301	318	264	148	415
Potri.002G255900.0	577	733	420	267	528
Potri.002G256000.0	5	2	3	3	6
Potri.002G256100.0	1	4	1	1	1
Potri.002G256200.0	210	247	192	177	353
Potri.002G256300.0	2	6	0	2	2
Potri.002G256400.0	21	29	13	7	40
Potri.002G256500.0	4	8	1	1	10
Potri.002G256600.0	1664	2024	1076	845	1916
Potri.002G256700.0	74	119	64	72	109
Potri.002G256800.0	0	0	0	0	0
Potri.002G256900.0	5	2	10	2	8
Potri.002G257000.0	384	420	243	169	328
Potri.002G257100.0	288	393	283	165	401
Potri.002G257200.0	56	50	16	27	50
Potri.002G257300.0	6	2	4	0	2
Potri.002G257400.0	114	117	76	35	132
Potri.002G257500.0	175	173	80	55	120
Potri.002G257600.0	65	82	27	27	33
Potri.002G257700.0	674	1014	376	320	502
Potri.002G257800.0	400	730	290	193	503
Potri.002G257900.0	21743	28060	15461	9098	18381
Potri.002G258000.0	8	4	3	2	6
Potri.002G258100.0	6	7	4	2	7
Potri.002G258200.0	0	0	1	1	3
Potri.002G258300.0	0	0	0	0	0
Potri.002G258400.0	4	4	4	5	5
Potri.002G258500.0	31	40	10	9	12
Potri.002G258600.0	89	129	74	51	134
Potri.002G258700.0	1	0	0	1	4
Potri.002G258800.0	1	1	0	0	0
Potri.002G258900.0	1	0	1	0	0
Potri.002G259000.0	11	7	11	6	9
Potri.002G259100.0	0	0	0	0	0
Potri.002G259200.0	161	227	119	82	179
Potri.002G259300.0	103	179	84	43	106
Potri.002G259400.0	106	120	123	76	133
Potri.002G259500.0	0	0	0	0	1
Potri.002G259600.0	71	91	44	30	70
Potri.002G259700.0	0	0	0	0	0
Potri.002G259800.0	0	0	0	0	0
Potri.002G259900.0	75	107	60	26	68
Potri.002G260000.0	43	81	28	33	45
Potri.002G260100.0	6	22	14	4	24
Potri.002G260200.0	0	0	0	0	0
Potri.002G260300.0	0	0	0	0	0
Potri.002G260400.0	0	0	1	0	0
Potri.002G260500.0	6	9	5	2	0
Potri.002G260600.0	409	458	222	164	282
Potri.002G260700.0	60	75	46	29	77
Potri.002G260800.0	27	29	14	10	28
Potri.002G260900.0	22	36	6	9	21
Potri.002G261000.0	13	20	21	19	40
Potri.002G261100.0	1	0	1	0	1
Potri.002G261200.0	0	5	4	3	8
Potri.002G261300.0	6	12	7	5	16
Potri.002G261400.0	3	6	3	8	9
Potri.002G261500.0	1106	1734	1352	1008	2155
Potri.002G261600.0	0	0	0	0	0
Potri.002G261700.0	1789	2483	1214	798	1736
Potri.002G261800.0	7	9	8	5	11
Potri.002G261900.0	11	9	10	7	8
Potri.002G262000.0	0	0	1	0	0
Potri.002G262100.0	0	0	0	0	0
Potri.002G262200.0	0	0	0	0	0
Potri.002G262300.0	228	278	272	112	372
Potri.002G262400.0	0	0	0	0	0
Potri.002G262500.0	0	1	0	1	0
Potri.002G262600.0	0	1	0	0	1
Potri.002G262700.0	102	108	52	45	90
Potri.002G262800.0	19	13	20	1	23
Potri.002G262900.0	134	145	113	60	153
Potri.002G263000.0	52	74	48	23	89
Potri.002G263100.0	40	37	14	15	31
Potri.002G263200.0	120	151	72	68	139
Potri.002G263300.0	1	3	1	4	2
Potri.002G263400.0	0	0	0	0	0
Potri.002G263500.0	0	0	0	0	0
Potri.002G263600.0	126	107	54	54	126
Potri.002G263700.0	0	0	0	0	0
Potri.002G263800.0	10	34	7	7	22
Potri.002G263900.0	0	0	0	0	0
Potri.002G264000.0	0	0	0	0	0
Potri.003G000100.0	0	0	0	0	0
Potri.003G000200.0	0	0	0	0	0
Potri.003G000300.0	0	0	0	0	0
Potri.003G000400.0	0	0	0	0	0
Potri.003G000500.0	201	244	137	75	222
Potri.003G000600.0	0	0	0	0	0
Potri.003G000700.0	0	0	0	0	0
Potri.003G000800.0	99	44	12	6	17
Potri.003G000900.0	151	225	105	82	180
Potri.003G001000.0	634	724	432	286	619
Potri.003G001100.0	3	0	2	1	4
Potri.003G001200.0	9	15	12	10	20
Potri.003G001300.0	1	1	0	0	2
Potri.003G001400.0	523	806	507	318	622
Potri.003G001500.0	0	3	3	2	2
Potri.003G001600.0	0	0	0	0	0
Potri.003G001700.0	0	0	0	0	0
Potri.003G001800.0	0	0	0	0	0
Potri.003G001900.0	0	0	0	0	0
Potri.003G002000.0	0	0	0	0	0
Potri.003G002100.0	0	0	0	0	0
Potri.003G002200.0	1	2	1	0	1
Potri.003G002300.0	2	1	0	1	2
Potri.003G002400.0	1	5	4	1	5
Potri.003G002500.0	0	0	0	0	0
Potri.003G002600.0	0	0	0	0	1
Potri.003G002700.0	0	0	0	0	0
Potri.003G002800.0	0	0	0	0	0
Potri.003G002900.0	2	3	0	1	7
Potri.003G003000.0	6	9	3	3	8
Potri.003G003100.0	34	30	14	15	14
Potri.003G003200.0	11	16	3	4	5
Potri.003G003300.0	47	41	41	14	38
Potri.003G003400.0	28	23	15	9	22
Potri.003G003500.0	362	506	282	174	421
Potri.003G003600.0	0	2	3	0	1
Potri.003G003700.0	640	960	310	209	401
Potri.003G003800.0	2862	3907	1361	1042	1787
Potri.003G003900.0	1	3	1	1	5
Potri.003G004000.0	154	135	62	53	151
Potri.003G004100.0	244	308	193	127	295
Potri.003G004200.0	0	0	0	0	0
Potri.003G004300.0	0	0	0	0	0
Potri.003G004400.0	0	2	2	1	1
Potri.003G004500.0	0	0	0	0	0
Potri.003G004600.0	0	0	0	0	0
Potri.003G004700.0	177	120	75	54	99
Potri.003G004800.0	0	0	0	0	0
Potri.003G004900.0	0	1	1	1	2
Potri.003G005000.0	0	0	0	0	0
Potri.003G005100.0	0	0	0	0	0
Potri.003G005200.0	0	0	0	0	0
Potri.003G005300.0	0	0	0	0	0
Potri.003G005400.0	3	11	3	2	8
Potri.003G005500.0	178	274	163	146	303
Potri.003G005600.0	0	2	2	1	3
Potri.003G005700.0	249	353	198	111	258
Potri.003G005800.0	8	10	10	8	27
Potri.003G005900.0	497	519	344	259	515
Potri.003G006000.0	0	0	0	0	0
Potri.003G006100.0	0	1	1	1	3
Potri.003G006200.0	0	3	3	2	7
Potri.003G006300.0	779	848	521	341	700
Potri.003G006400.0	0	0	0	0	0
Potri.003G006500.0	103	131	84	52	127
Potri.003G006600.0	0	0	0	0	0
Potri.003G006700.0	0	0	0	0	0
Potri.003G006800.0	3	2	3	3	5
Potri.003G006900.0	40	38	7	7	21
Potri.003G007000.0	1	15	7	5	10
Potri.003G007100.0	0	0	0	0	0
Potri.003G007200.0	0	0	0	0	0
Potri.003G007300.0	0	0	0	0	0
Potri.003G007400.0	0	0	1	0	2
Potri.003G007500.0	0	0	0	0	0
Potri.003G007600.0	1	1	1	5	2
Potri.003G007700.0	22	23	21	12	27
Potri.003G007800.0	0	0	0	0	0
Potri.003G007900.0	1	1	3	2	1
Potri.003G008000.0	0	0	0	0	0
Potri.003G008100.0	1	3	3	1	1
Potri.003G008200.0	0	0	0	0	0
Potri.003G008300.0	6	3	0	2	6
Potri.003G008400.0	54	66	34	23	52
Potri.003G008500.0	9	5	8	2	15
Potri.003G008600.0	7	9	10	5	15
Potri.003G008700.0	28	41	30	18	46
Potri.003G008800.0	19	37	31	10	41
Potri.003G008900.0	11	22	14	11	27
Potri.003G009000.0	194	188	71	88	142
Potri.003G009100.0	0	0	0	0	0
Potri.003G009200.0	0	0	0	0	0
Potri.003G009300.0	20	24	22	8	27
Potri.003G009400.0	114	127	28	26	43
Potri.003G009500.0	150	165	88	63	158
Potri.003G009600.0	10	7	11	3	16
Potri.003G009700.0	806	1035	516	351	696
Potri.003G009800.0	14	9	4	4	17
Potri.003G009900.0	97	142	117	63	143
Potri.003G010000.0	66	77	44	24	81
Potri.003G010100.0	0	0	0	0	0
Potri.003G010200.0	63	61	29	43	68
Potri.003G010300.0	0	0	0	0	0
Potri.003G010400.0	28	17	21	12	33
Potri.003G010500.0	0	0	0	0	0
Potri.003G010600.0	1	0	0	0	0
Potri.003G010700.0	0	0	0	0	0
Potri.003G010800.0	0	0	0	0	0
Potri.003G010900.0	0	0	0	0	0
Potri.003G011000.0	0	0	1	0	1
Potri.003G011100.0	0	0	0	0	0
Potri.003G011200.0	0	0	0	0	0
Potri.003G011300.0	23	24	17	10	21
Potri.003G011400.0	3	4	1	2	9
Potri.003G011500.0	65	83	55	22	52
Potri.003G011600.0	19	43	56	9	28
Potri.003G011700.0	0	0	0	0	0
Potri.003G011800.0	0	0	0	0	0
Potri.003G011900.0	10	14	4	1	7
Potri.003G012000.0	0	0	0	0	0
Potri.003G012100.0	26	23	27	15	29
Potri.003G012200.0	1	0	3	1	3
Potri.003G012300.0	26	28	19	8	38
Potri.003G012400.0	137	192	112	66	138
Potri.003G012500.0	1	0	0	1	1
Potri.003G012600.0	0	1	0	0	0
Potri.003G012700.0	2	1	2	2	1
Potri.003G012800.0	5	6	5	5	3
Potri.003G012900.0	1	0	1	2	0
Potri.003G013000.0	16	18	7	7	11
Potri.003G013100.0	0	0	0	0	0
Potri.003G013200.0	7	8	1	0	5
Potri.003G013300.0	2	4	3	3	0
Potri.003G013400.0	0	0	0	0	0
Potri.003G013500.0	0	0	0	0	0
Potri.003G013600.0	0	0	0	0	0
Potri.003G013700.0	0	2	1	0	2
Potri.003G013800.0	2	1	1	0	2
Potri.003G013900.0	0	0	1	0	0
Potri.003G014000.0	91	116	71	45	88
Potri.003G014100.0	0	0	0	0	0
Potri.003G014200.0	15	36	19	14	26
Potri.003G014300.0	0	0	0	0	0
Potri.003G014400.0	0	0	0	0	0
Potri.003G014500.0	9	7	6	5	4
Potri.003G014600.0	0	0	0	0	0
Potri.003G014700.0	0	0	0	0	0
Potri.003G014800.0	43	67	32	28	44
Potri.003G014900.0	65	87	32	50	64
Potri.003G015000.0	2	1	0	1	1
Potri.003G015100.0	82	60	60	33	49
Potri.003G015200.0	23	13	22	14	21
Potri.003G015300.0	1524	2207	1077	795	1564
Potri.003G015400.0	69	96	52	35	72
Potri.003G015500.0	0	2	5	3	5
Potri.003G015600.0	2	1	0	0	3
Potri.003G015700.0	9	11	9	2	14
Potri.003G015800.0	5	14	6	6	15
Potri.003G015900.0	7	4	1	4	2
Potri.003G016000.0	1	1	1	0	0
Potri.003G016100.0	2	0	0	0	1
Potri.003G016200.0	0	0	0	0	0
Potri.003G016300.0	0	1	0	0	0
Potri.003G016400.0	1	0	1	0	0
Potri.003G016500.0	9	6	4	5	14
Potri.003G016600.0	0	2	0	0	0
Potri.003G016700.0	0	0	0	0	0
Potri.003G016800.0	0	0	0	0	0
Potri.003G016900.0	3	3	0	0	1
Potri.003G017000.0	0	0	0	0	0
Potri.003G017100.0	0	0	0	0	0
Potri.003G017200.0	0	0	0	0	0
Potri.003G017300.0	0	0	0	0	0
Potri.003G017400.0	11	13	6	5	20
Potri.003G017500.0	39	52	31	15	62
Potri.003G017600.0	0	0	0	0	0
Potri.003G017700.0	1	6	3	3	4
Potri.003G017800.0	0	0	0	0	0
Potri.003G017900.0	0	0	0	0	0
Potri.003G018000.0	1	1	1	0	0
Potri.003G018100.0	6	12	3	4	7
Potri.003G018200.0	0	0	0	0	0
Potri.003G018300.0	1	0	0	1	0
Potri.003G018400.0	0	0	2	1	0
Potri.003G018500.0	567	900	493	262	701
Potri.003G018600.0	36	36	36	11	31
Potri.003G018700.0	1	12	3	5	5
Potri.003G018800.0	96	190	109	70	163
Potri.003G018900.0	594	870	464	268	576
Potri.003G019000.0	29	37	21	19	34
Potri.003G019100.0	403	614	252	220	476
Potri.003G019200.0	6	8	0	3	5
Potri.003G019300.0	123	152	80	61	106
Potri.003G019400.0	8	3	4	2	10
Potri.003G019500.0	22	35	24	23	44
Potri.003G019600.0	160	173	115	66	145
Potri.003G019700.0	78	94	48	23	55
Potri.003G019800.0	0	0	2	0	0
Potri.003G019900.0	0	0	0	0	0
Potri.003G020000.0	0	1	1	0	1
Potri.003G020100.0	0	0	0	0	0
Potri.003G020200.0	162	122	64	72	144
Potri.003G020300.0	169	197	91	52	137
Potri.003G020400.0	103	111	136	84	149
Potri.003G020500.0	183	214	127	75	195
Potri.003G020600.0	0	0	0	0	0
Potri.003G020700.0	5	5	7	2	11
Potri.003G020800.0	17	48	25	11	35
Potri.003G020900.0	0	0	0	0	0
Potri.003G021000.0	36	55	2	11	36
Potri.003G021100.0	24	31	14	10	33
Potri.003G021200.0	2	0	0	1	0
Potri.003G021300.0	0	0	0	0	0
Potri.003G021400.0	0	0	0	0	0
Potri.003G021500.0	33	37	18	23	28
Potri.003G021600.0	0	0	0	0	0
Potri.003G021700.0	25	42	25	8	41
Potri.003G021800.0	231	357	207	147	266
Potri.003G021900.0	12	14	15	4	16
Potri.003G022000.0	13	9	6	3	11
Potri.003G022100.0	156	254	195	102	253
Potri.003G022200.0	1	5	4	1	4
Potri.003G022300.0	1	2	0	1	2
Potri.003G022400.0	4	1	0	1	1
Potri.003G022500.0	2	0	1	0	1
Potri.003G022600.0	10	15	8	6	18
Potri.003G022700.0	2	4	5	0	7
Potri.003G022800.0	0	1	2	2	6
Potri.003G022900.0	91	165	90	47	96
Potri.003G023000.0	224	366	148	108	223
Potri.003G023100.0	0	1	0	0	0
Potri.003G023200.0	79	132	62	51	84
Potri.003G023300.0	498	545	422	240	490
Potri.003G023400.0	0	0	0	0	0
Potri.003G023500.0	25	37	20	11	29
Potri.003G023600.0	14	11	7	4	19
Potri.003G023700.0	28	38	25	16	37
Potri.003G023800.0	44	61	37	21	64
Potri.003G023900.0	249	376	202	120	262
Potri.003G024000.0	50	51	43	24	78
Potri.003G024100.0	0	0	0	0	0
Potri.003G024200.0	3	2	3	1	5
Potri.003G024300.0	0	0	0	0	0
Potri.003G024400.0	0	0	0	0	0
Potri.003G024500.0	0	0	0	0	0
Potri.003G024600.0	1	4	0	2	1
Potri.003G024700.0	0	0	0	0	0
Potri.003G024800.0	1	6	1	2	2
Potri.003G024900.0	2	2	1	0	2
Potri.003G025000.0	12	11	9	5	10
Potri.003G025100.0	1	2	0	0	0
Potri.003G025200.0	9	10	4	1	3
Potri.003G025300.0	0	0	0	0	0
Potri.003G025400.0	0	0	0	0	0
Potri.003G025500.0	32	52	9	15	23
Potri.003G025600.0	0	0	0	0	0
Potri.003G025700.0	0	0	0	0	0
Potri.003G025800.0	0	0	0	0	0
Potri.003G025900.0	0	0	0	0	0
Potri.003G026000.0	0	0	0	0	0
Potri.003G026100.0	0	0	1	0	0
Potri.003G026200.0	0	0	0	0	0
Potri.003G026300.0	0	0	0	0	0
Potri.003G026400.0	0	0	0	0	0
Potri.003G026500.0	127	176	92	58	110
Potri.003G026600.0	35	52	19	6	15
Potri.003G026700.0	0	0	0	0	0
Potri.003G026800.0	365	386	257	146	323
Potri.003G026900.0	2	5	5	4	6
Potri.003G027000.0	0	0	0	0	0
Potri.003G027100.0	0	0	0	0	0
Potri.003G027200.0	5	3	4	5	5
Potri.003G027300.0	2	0	0	0	2
Potri.003G027400.0	182	241	129	95	168
Potri.003G027500.0	0	0	0	0	0
Potri.003G027600.0	2	3	0	0	2
Potri.003G027700.0	0	0	0	0	0
Potri.003G027800.0	1	3	0	0	0
Potri.003G027900.0	1	3	0	2	1
Potri.003G028000.0	190	286	118	66	201
Potri.003G028100.0	36	54	24	18	32
Potri.003G028200.0	32	48	23	12	45
Potri.003G028300.0	0	0	0	0	0
Potri.003G028400.0	0	0	0	0	0
Potri.003G028500.0	0	2	2	0	2
Potri.003G028600.0	4	1	3	0	6
Potri.003G028700.0	2	4	1	2	4
Potri.003G028800.0	0	0	0	0	0
Potri.003G028900.0	1	0	0	0	0
Potri.003G029000.0	70	99	62	32	81
Potri.003G029100.0	3	3	1	0	0
Potri.003G029200.0	1	1	0	0	2
Potri.003G029300.0	6	7	0	2	6
Potri.003G029400.0	3	7	5	1	8
Potri.003G029500.0	3	2	2	0	0
Potri.003G029600.0	42	48	25	21	44
Potri.003G029700.0	14	25	12	10	22
Potri.003G029800.0	0	0	0	0	0
Potri.003G029900.0	0	0	0	0	0
Potri.003G030000.0	443	603	453	265	593
Potri.003G030100.0	54	48	42	20	57
Potri.003G030200.0	0	4	0	2	4
Potri.003G030300.0	124	73	78	58	157
Potri.003G030400.0	24	20	32	19	64
Potri.003G030500.0	2	4	6	2	5
Potri.003G030600.0	0	0	0	0	0
Potri.003G030700.0	6	9	1	0	6
Potri.003G030800.0	11	13	17	9	29
Potri.003G030900.0	64	107	59	32	99
Potri.003G031000.0	110	110	159	82	231
Potri.003G031100.0	59	70	38	17	70
Potri.003G031200.0	63	100	45	32	73
Potri.003G031300.0	0	0	0	0	0
Potri.003G031400.0	38	54	28	25	34
Potri.003G031500.0	0	0	0	0	0
Potri.003G031600.0	2	1	1	0	2
Potri.003G031700.0	42	59	38	11	42
Potri.003G031800.0	64	116	60	47	92
Potri.003G031900.0	602	800	612	306	817
Potri.003G032000.0	28	45	35	13	48
Potri.003G032100.0	275	270	174	128	308
Potri.003G032200.0	7	12	7	5	8
Potri.003G032300.0	295	423	203	150	302
Potri.003G032400.0	0	0	0	0	0
Potri.003G032500.0	35	52	21	25	31
Potri.003G032600.0	0	2	0	1	0
Potri.003G032700.0	0	0	1	0	0
Potri.003G032800.0	102	112	106	66	75
Potri.003G032900.0	0	0	0	0	0
Potri.003G033000.0	0	0	0	0	0
Potri.003G033100.0	73	114	77	51	92
Potri.003G033200.0	42	82	53	33	70
Potri.003G033300.0	61	101	65	36	88
Potri.003G033400.0	0	0	0	0	0
Potri.003G033500.0	11	26	8	8	26
Potri.003G033600.0	54	61	50	24	77
Potri.003G033700.0	350	413	221	152	310
Potri.003G033800.0	0	0	0	0	0
Potri.003G033900.0	0	0	0	0	0
Potri.003G034000.0	0	0	0	0	0
Potri.003G034100.0	0	0	0	0	0
Potri.003G034200.0	18	29	35	16	48
Potri.003G034300.0	142	168	111	70	171
Potri.003G034400.0	4	5	3	2	4
Potri.003G034500.0	0	0	0	0	0
Potri.003G034600.0	5	5	2	2	2
Potri.003G034700.0	2	1	1	0	3
Potri.003G034800.0	0	0	0	0	0
Potri.003G034900.0	90	123	74	44	100
Potri.003G035000.0	47	59	36	22	59
Potri.003G035100.0	0	0	0	0	0
Potri.003G035200.0	78	78	35	36	43
Potri.003G035300.0	0	0	0	0	0
Potri.003G035400.0	1	4	2	2	3
Potri.003G035500.0	2	6	1	2	6
Potri.003G035600.0	0	0	0	0	0
Potri.003G035700.0	4	3	5	4	8
Potri.003G035800.0	0	0	0	0	0
Potri.003G035900.0	1	1	0	1	2
Potri.003G036000.0	0	0	0	0	1
Potri.003G036100.0	0	0	0	0	0
Potri.003G036200.0	0	0	0	0	0
Potri.003G036300.0	0	0	0	0	0
Potri.003G036400.0	0	0	0	0	0
Potri.003G036500.0	0	0	1	0	0
Potri.003G036600.0	0	1	0	1	2
Potri.003G036700.0	1	5	3	9	6
Potri.003G036800.0	3	1	3	2	4
Potri.003G036900.0	0	0	0	0	0
Potri.003G037000.0	14	28	22	9	28
Potri.003G037100.0	32	33	16	15	37
Potri.003G037200.0	7	8	5	5	10
Potri.003G037300.0	0	0	0	0	0
Potri.003G037400.0	0	0	0	0	0
Potri.003G037500.0	0	0	0	0	0
Potri.003G037600.0	4	4	2	4	3
Potri.003G037700.0	3	2	1	2	0
Potri.003G037800.0	5	9	4	3	5
Potri.003G037900.0	53	56	37	29	46
Potri.003G038000.0	2	1	1	1	0
Potri.003G038100.0	0	0	0	0	0
Potri.003G038200.0	14	10	1	0	3
Potri.003G038300.0	53	58	33	20	48
Potri.003G038400.0	7	8	11	3	16
Potri.003G038500.0	456	555	281	166	311
Potri.003G038600.0	16	23	11	14	23
Potri.003G038700.0	1384	1823	1003	721	1500
Potri.003G038800.0	7	17	12	8	11
Potri.003G038900.0	715	826	518	378	669
Potri.003G039000.0	0	0	2	0	1
Potri.003G039100.0	150	201	170	87	211
Potri.003G039200.0	0	0	0	0	0
Potri.003G039300.0	1	1	1	1	0
Potri.003G039400.0	35	45	35	37	75
Potri.003G039500.0	0	0	0	0	0
Potri.003G039600.0	0	0	0	0	0
Potri.003G039700.0	0	0	0	0	0
Potri.003G039800.0	10	7	7	4	8
Potri.003G039900.0	1	1	0	0	3
Potri.003G040000.0	30	49	28	10	43
Potri.003G040100.0	0	0	0	0	0
Potri.003G040200.0	4	7	4	4	11
Potri.003G040300.0	2	0	0	4	1
Potri.003G040400.0	0	0	0	0	0
Potri.003G040500.0	0	0	0	0	2
Potri.003G040600.0	0	0	0	0	0
Potri.003G040700.0	0	0	0	0	0
Potri.003G040800.0	14	14	7	5	13
Potri.003G040900.0	190	240	129	86	204
Potri.003G041000.0	71	85	58	54	79
Potri.003G041100.0	52	47	32	22	47
Potri.003G041200.0	16	19	10	16	21
Potri.003G041300.0	0	0	0	0	0
Potri.003G041400.0	0	0	0	0	0
Potri.003G041500.0	0	0	0	0	0
Potri.003G041600.0	0	0	0	0	0
Potri.003G041700.0	0	0	0	0	0
Potri.003G041800.0	0	1	0	0	0
