ID	6.1_2.57.1	6.1_2.57.2	6.1_2.57.3	6.5_2.76.1_MERGED	6.5_2.76.2_MERGED	6.5_2.76.3_MERGED	6.6_2.05.1_MERGED	6.6_2.05.2_MERGED	6.6_2.42.4_MERGED	6.6_2.42.5_MERGED	6.6_2.42.6_MERGED	6.6_2.24.1_MERGED	6.6_2.24.2_MERGED	6.6_2.24.3_MERGED	6.6_2.14.1_MERGED	6.6_2.14.2_MERGED	6.6_2.14.3_MERGED	6.6_2.29.1_MERGED	6.6_2.28.1_MERGED	6.6_2.32.1_MERGED	6.6_2.30.1_MERGED	6.6_2.33.1_MERGED	6.6_2.31.1_MERGED	6.6_2.27.1_MERGED	6.6_2.27.2_MERGED	6.6_2.27.3_MERGED	6.6_2.52.1_MERGED	6.6_2.52.2_MERGED	6.6_2.52.3_MERGED	6.6_2.03.1_MERGED	6.6_2.03.2_MERGED	6.6_2.03.3_MERGED	6.6_2.16.1_MERGED	6.6_2.16.2_MERGED	6.6_2.16.3_MERGED	6.6_2.45.1_MERGED	6.6_2.45.2_MERGED	6.6_2.45.3_MERGED	6.6_2.15.1_MERGED	6.6_2.15.2_MERGED	6.6_2.15.3_MERGED	6.6_2.40.1_MERGED	6.6_2.40.2_MERGED	6.6_2.40.3_MERGED	6.6_2.47.1_MERGED	6.6_2.47.2_MERGED	6.6_2.47.3_MERGED
256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	29	24	58
257	0	0	0	1	0	1	0	0	0	0	0	8	2	0	0	0	0	0	1	0	2	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	51	0	22	22	37
258	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	10	1	26	19	29
259	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	20	21
260	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	3	5	1	5	0	1	4
261	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	3	0	20	4	3	0	11	8	6	31	12	3	0
262	0	0	0	0	6	8	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1
263	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	0	1	1	2	0	6	0	0	0	6	0	3	13	11
264	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
265	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	6	11	11
266	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	1	1	11	0	1	11	0	11	0	11	0	0	0	1
267	0	0	0	5	137	178	0	0	70	1	1	0	2	0	0	0	0	1	9	10	1	0	0	6	1	7	0	0	0	0	0	0	0	0	0	118	0	0	6	10	12	0	0	0	20	26	18
268	0	0	0	0	0	2	3	0	7	0	15	4	13	3	0	1	0	8	2	14	39	6	17	58	36	28	15	34	1	1	2	0	96	79	69	186	39	27	92	1	33	60	164	3	3	2	16
269	0	0	0	0	5	13	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1
270	0	0	0	1	0	0	6	0	0	0	10	1	0	6	4	2	0	17	1	27	1	4	3	11	13	3	5	3	0	0	2	0	2	3	4	1	2	0	5	13	0	13	70	52	0	0	0
271	0	0	0	1	0	2	0	1	0	0	0	10	0	1	0	0	0	0	0	0	3	20	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	50	16	34	26	29
272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	1	15	5	0	0	1
273	0	0	0	0	0	0	0	2	1	0	0	13	1	0	0	1	0	0	5	0	3	15	0	0	3	0	0	0	1	0	0	0	0	0	0	0	5	1	3	0	3	0	25	3	11	23	6
274	3	0	0	0	1	1	0	0	4	3	0	26	2	2	1	3	1	5	4	11	10	60	2	20	10	9	0	0	1	1	0	0	4	13	2	2	3	3	4	0	14	7	69	5	105	129	149
275	0	0	0	3	3	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	4	37	0	0	0	0	0	0	0	0	0	0	2	0	0	1	6	5	0	0	3	1	119	3	141	143	211
276	0	0	0	2	0	0	1	2	4	0	0	25	1	0	0	2	1	0	1	0	3	54	0	0	0	0	0	0	0	0	0	0	1	1	1	0	7	3	1	0	3	2	106	6	116	100	162
277	0	1	0	0	0	0	0	0	18	14	9	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
278	0	0	0	1	23	59	0	0	13	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	1	3	1	0	0	0	6	1	7
279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	8	0	0	16	7	2	6	0	1	1	8	0	1	0	0
280	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	1	0	8	0	17	33	44
281	0	0	0	0	0	0	0	0	1	1	0	3	0	0	5	5	1	1	0	3	4	0	0	5	2	2	0	0	1	0	0	0	11	2	0	3	1	0	9	0	9	0	11	0	0	0	0
282	0	0	0	0	2	1	1	1	1	0	0	196	100	5	135	207	20	165	143	174	225	51	55	367	228	155	0	0	1	8	1	0	307	361	17	124	58	13	159	5	468	87	15	212	28	19	32
283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	1	0	37	7	1	0	1	2	0	20	0	3	0	2
284	14	13	8	1	0	0	0	9	0	0	0	2	0	0	5	0	0	2	0	3	0	0	0	5	7	6	0	0	2	4	0	0	0	0	2	0	2	2	0	1	0	0	1	0	3	0	0
285	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	16	10	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
286	0	0	0	0	0	0	0	0	0	0	0	8	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	10	9	3
287	14	4	5	448	27841	51202	88	58	25620	168	103	7	124	4	5	26	4	43	100	1252	43	69	185	610	1048	391	3	44	75	124	130	50	38	17	35	28174	89	42	603	961	1856	12	28	289	3670	3294	3011
288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	3	9
289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	1	4	10	6	6
290	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0	5	8	14
291	0	0	0	1	1	1	14	36	109	15	289	419	45	77	40	62	52	33	29	195	152	1088	5	248	195	67	100	7	11	4	4	0	29	40	5	12	161	3	62	1	54	2895	454	12	316	976	330
292	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	1	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	8	0	8	8	14
293	0	0	0	0	0	0	0	0	2	0	0	0	0	34	4	2	0	0	0	0	0	0	5	1	1	3	0	0	0	0	0	0	217	7	14	7	7	7	147	2	80	1	151	5	3	2	24
294	576	1535	652	197	132	167	0	3	3	5	4	708	1246	720	0	1	1	1	311	4	183	4	0	2	6	6	582	652	719	113	90	76	4	10	8	154	189	346	74	70	127	94	174	145	58	49	44
295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	37	2	5	24	2	0	26	20	17	2	38	0	0	0	6
296	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	3	3	0	0	0	2	0	13	14	3
297	0	0	0	1	1	1	0	1	0	0	1	47	0	1	0	1	0	0	1	1	5	39	0	1	0	1	0	0	0	0	0	0	6	1	1	0	2	0	10	1	4	7	67	9	48	79	76
298	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	7	0	0	0	17	0	2	12	3	2	8	1	10	0	16	0	0	0	26
299	1	0	0	4	0	0	0	1	1	0	32	0	0	1	0	0	2	25	0	0	0	14	1	8	27	24	65	0	0	0	0	6	1	0	2	0	0	1	8	0	6	1	1	22	3	1	7
300	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	2	7	5
301	0	0	0	0	1	0	0	0	5	0	0	0	1	2	1	0	0	0	0	0	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	17	1	24	18	25
302	0	1	0	98	50	42	9	100	105	27	46	4344	115	24	191	259	12	197	134	177	504	1314	53	340	243	146	33	3	0	10	11	1	359	401	66	84	226	50	290	20	517	143	2303	290	3081	3794	4769
303	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	3	3	7	12	7	3	10
304	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	9	5	1	2	3
305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	2	9
306	0	0	0	0	0	0	0	0	1	0	3	11	2	0	4	2	0	3	1	8	3	13	3	1	7	1	0	0	0	0	0	0	5	7	0	1	1	0	8	1	3	0	24	1	1	3	6
307	0	0	0	0	0	1	34	3	1	2	10	14	3	50	0	5	0	27	3	344	4	3	68	166	7	19	45	43	12	10	8	9	13	6	0	9	13	12	29	300	14	1	2823	361	3	4	13
308	0	0	0	1	0	0	14	8	19	2	76	19	17	2	30	41	8	84	25	31	32	21	13	138	80	40	9	6	21	7	15	0	185	115	43	48	109	7	178	13	278	67	42	13	16	3	39
309	0	0	0	10	544	1050	0	0	414	1	2	0	0	0	0	0	0	4	4	4	0	0	0	10	18	6	0	0	0	0	0	0	0	0	1	580	1	0	7	15	34	0	0	0	102	79	70
310	0	0	0	2	0	0	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	9	27	5
311	0	0	0	0	0	0	0	3	0	0	19	1	2	3	0	0	4	0	0	0	5	51	13	2	11	1	8	0	1	0	0	0	0	0	0	0	5	0	0	0	0	98	13	1	1	0	0
312	0	0	0	1	8	13	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
313	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	40	4	50	70	66
314	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	3	0	2	3	0	3	1	0	0	0	0	0	2	37	4	9	34	11	1	48	1	24	6	73	3	0	1	12
315	0	0	0	0	1	0	1	0	2	0	0	6	6	0	0	23	0	17	9	3	18	32	12	13	30	8	27	0	14	6	3	4	56	59	34	40	26	2	46	55	77	9	56	16	29	31	56
316	0	0	0	2	2	1	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2	42	94	66
317	0	0	0	0	0	0	0	0	2	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
318	0	0	0	0	0	0	0	0	1	0	0	4	0	0	2	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	2	0	2	4	2	11	2	2	1	30	7	17	13	14
319	0	0	0	5	0	1	0	0	0	14	9	1	4	0	7	0	0	12	4	12	4	15	98	21	5	12	10	12	1	9	7	8	14	14	4	6	3	1	16	6	15	1	13	3262	16	2	5
320	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7
321	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	10	6	14
322	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	2	9	5	11	3	2	2
323	535	1429	581	161	132	147	1	1	4	2	0	646	1126	692	0	2	0	5	304	0	184	2	1	4	0	8	537	577	721	108	63	58	5	11	2	113	172	244	74	63	97	56	145	118	60	59	34
324	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	1	0	15	1	2	0	5	9	15	30	6	7	24
325	0	1	0	1	1	1	48	12	14	1	46	106	8	15	17	15	1	52	4	5	72	20	0	15	68	22	18	1	2	76	171	114	356	162	58	64	65	45	331	1577	192	1763	420	36	28	21	71
326	0	0	0	0	31	61	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	2	0	0	0	0	2	2
327	0	0	0	1	5	10	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	1
328	0	0	0	1	0	0	1	1	36	0	87	0	1	1	0	2	0	10	1	6	16	1	7	167	128	7	9	4	2	9	32	0	0	0	0	1	2	0	0	0	0	15	3	0	0	0	3
329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	17	1	2	0	1	13	4	0	0	0	0	0	0	0	0	2	0	0	0	6	2	11	0	0	0	0	0	1
330	1	2	0	191	12638	25782	15	1	11715	73	65	381	89	326	0	10	1	29	30	631	3	28	12	209	524	175	30	17	9	19	5	3	22	8	9	12712	47	20	303	468	808	4	9	0	1479	1614	1604
331	0	0	0	0	2	0	0	0	0	0	0	4	1	2	1	0	0	0	1	0	1	22	0	0	0	0	0	0	0	0	2	3	1	1	6	0	12	3	0	1	78	40	32	139	18	32	43
332	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	12	0	0	0	0	6	7	0	0	0	0	5	0	3	0	4	0	0	0	0
333	0	0	0	4	3	1	0	4	6	2	0	281	17	8	18	48	7	22	24	29	45	152	11	72	37	23	0	0	0	0	0	0	34	60	1	19	51	3	51	3	63	18	332	19	179	166	226
334	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2	1	0	0	0	12	1	8	7	2	2	0	0	0	0	0	0	1	0	0	2	0	0	0	1	27	5	0	2	6	7
335	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	19	1	12	16	12
336	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	1	0	0	1	11	0	2	3	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	1	26	13	1	6	2	0
337	0	0	0	0	0	0	1	0	3	8	0	0	0	0	0	0	0	1	0	0	1	1	0	5	0	1	0	0	0	1	2	6	0	10	7	3	1	0	1055	2	0	0	8	1783	14	1	1
338	1	1	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	1	0	0	0	1	5	2	0	0	1	0	0	0	34	5	1	12	4	5	25	2	5	0	36	3	2	2	4
339	0	0	0	6	5	2	0	6	11	2	1	171	5	3	9	5	2	1	8	5	32	166	2	14	6	3	0	0	0	0	0	0	30	14	6	5	37	4	2	0	51	8	322	46	296	324	361
340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	8	9	14	0	4
341	0	0	0	1	0	1	0	0	0	0	0	3	0	0	1	2	0	0	0	1	2	2	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	9	0	20	19	22
342	0	0	0	0	0	0	0	0	0	0	3	0	0	0	9	7	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	5	3	5	9	6	3	3
343	0	0	0	0	0	0	0	0	2	3	0	0	0	0	3	3	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	8	6	4
344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	0	0	0	0	0	0	0	0	1	0	9	0	3	12	3	0	7	0	5	0	10	0	3	3	4
345	0	0	0	0	11	14	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	1	0	0
346	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	2	0	2	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	2	10	15	23
347	0	0	0	0	9	19	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1
348	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	1	0	0	1	5	0	4	9	12
349	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	0	4	5	12
350	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	7	3	18	11	16
351	78	221	97	40	42	57	1	1	2	1	3	122	163	124	0	0	0	0	76	2	39	0	1	3	0	6	91	97	99	37	18	25	3	1	3	44	61	103	25	21	31	26	61	44	21	17	17
352	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	9	0	0	2	9	0	0	0	0	0	8	0	4	0	3	0	0	0	0	0	17	0	13	0	39	0	0	0
353	0	0	0	0	1	0	0	0	0	0	0	20	0	1	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	25	1	14	8	20
354	0	0	0	0	1	0	0	0	0	1	0	4	0	0	2	5	0	0	11	12	13	29	0	13	5	4	0	0	0	0	0	0	7	13	1	1	24	0	4	3	14	12	40	18	56	41	88
355	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	5	6	0
356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	11	0	0	0	1	7	18	1	0	0	0	1	0	0	2	1	0	0	0	0
357	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	4	2	4	3	7	9	5	3	0	0	0	0	0	0	0	7	0	2	6	1	8	0	16	0	15	0	9	31	25
358	0	0	0	0	12	19	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
359	0	0	0	0	7	13	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	1	0
360	0	0	0	1	35	56	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	25	0	0	1	1	3	0	0	0	4	6	6
361	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	18	1	7	10	21
362	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	25	27	28
363	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	1	1	0	0	0	0	0	0	17	4	0	0	0	0	16	0	10	0	8	0	0	1	1
364	0	0	0	0	8	12	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	1
365	1	2	0	1	0	0	0	0	8	0	0	1	0	0	0	0	0	1	0	2	3	2	1	1	7	10	10	106	0	0	0	1	41	5	1	19	6	4	146	0	21	2	65	7	6	4	7
366	0	0	0	0	0	0	0	0	1	0	13	2	1	0	0	0	1	0	0	0	1	5	0	13	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	26	11	0	0	0	0
367	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	8	0	9	4	21	1	0	0	0
368	0	0	0	57	1	1	0	0	0	0	0	1	0	18	0	16	0	0	0	5	3	14	1	6	0	1	2	2	0	0	41	2	2	0	0	15	0	0	0	0	2	0	1	0	0	1	0
369	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	1	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	47	1	49	48	71
370	0	0	0	0	0	0	4	2	0	2	2	0	1	1	0	1	0	7	0	7	1	1	1	3	4	1	5	0	0	2	1	4	0	1	0	1	2	0	1	2	0	3	35	15	0	0	0
371	0	0	0	2	0	2	3	0	1	0	0	0	2	0	0	0	0	1	0	0	26	31	1	0	12	15	0	0	21	0	0	0	3	6	0	2	0	0	0	2	0	0	1	0	2	1	2
372	0	0	0	0	0	0	0	0	1	0	0	30	0	1	1	4	1	5	2	9	9	90	0	3	8	2	0	0	0	0	0	0	10	10	0	0	4	0	17	0	7	1	167	6	19	17	17
373	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	5	6	21	41	36
374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	83	1	4	0	24	7	18
375	16	5	23	0	0	0	0	1	0	0	2	0	1	0	3	0	0	2	0	0	6	3	0	2	14	1	1	0	0	0	0	0	12	7	2	0	2	0	5	0	9	2	16	5	0	2	3
376	4	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	2	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1
377	0	0	0	1	0	0	0	0	2	4	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	1	1	8	0	0	2	5	6	21	19	23	24	34
378	2	2	6	1	1	1	1	0	0	0	1	1	0	0	3	1	0	0	0	0	7	7	10	10	3	1	5	0	13	2	0	0	4	14	4	40	6	2	3	2	2	1	4	0	0	2	1
379	0	0	0	1	3	6	29	1	0	0	3	2	1	2	0	1	0	1	0	4	27	64	15	3	16	28	2	0	31	0	0	0	2	11	6	3	5	0	4	18	0	1	7	1	2	4	12
380	0	0	0	25	30	14	3	7	121	24	1	142	49	24	50	116	17	91	45	66	77	1408	25	121	72	50	1	0	2	0	1	0	102	126	4	33	258	15	85	3	191	16	2924	43	1274	1443	1717
381	0	0	0	8	11	10	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1
382	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	15	0	17	18	20
383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	11	2	0	55	0	0	0	0	0	7	20	20	1	10	0	8	5	12	8195	164	1	1	8	3	0	0	0
384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	13	0	1	1	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	1	0	11	0	45	37	27
385	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	5	1	0	1	0	0	0	0	2	0	0	0	0	0	0	102	1	0	1	0	7	11	4
386	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	4	15	11
387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	7	6	3	32	1	1	0
388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	9	0	5
389	0	0	0	0	0	0	0	0	6	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	1	16	0	0	10	1	1	18	0	5	0	12	0	0	5	6
390	0	0	0	0	0	0	2	0	11	0	18	4	1	1	1	0	0	11	1	1	4	3	3	6	6	4	9	4	5	4	0	0	13	13	9	0	6	0	6	2	5	2	4	2	1	0	6
391	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	7	7	9
392	2	0	0	0	1	0	0	0	0	0	2	21	0	0	0	0	0	1	0	1	4	12	5	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	54	0	2	1	10	3	2	5	16
393	0	0	0	1	0	0	0	0	0	1	2	5	3	1	3	6	0	1	0	0	2	8	0	2	4	4	0	0	0	1	0	1	1	3	1	0	1	1	101	1	2	0	10	0	11	5	9
