ID	6.1_2.57.1	6.1_2.57.2	6.1_2.57.3	6.5_2.76.1_MERGED	6.5_2.76.2_MERGED	6.5_2.76.3_MERGED	6.6_2.05.1_MERGED	6.6_2.05.2_MERGED	6.6_2.42.4_MERGED	6.6_2.42.5_MERGED	6.6_2.42.6_MERGED	6.6_2.24.1_MERGED	6.6_2.24.2_MERGED	6.6_2.24.3_MERGED	6.6_2.14.1_MERGED	6.6_2.14.2_MERGED	6.6_2.14.3_MERGED	6.6_2.29.1_MERGED	6.6_2.28.1_MERGED	6.6_2.32.1_MERGED	6.6_2.30.1_MERGED	6.6_2.33.1_MERGED	6.6_2.31.1_MERGED	6.6_2.27.1_MERGED	6.6_2.27.2_MERGED	6.6_2.27.3_MERGED	6.6_2.52.1_MERGED	6.6_2.52.2_MERGED	6.6_2.52.3_MERGED	6.6_2.03.1_MERGED	6.6_2.03.2_MERGED	6.6_2.03.3_MERGED	6.6_2.16.1_MERGED	6.6_2.16.2_MERGED	6.6_2.16.3_MERGED	6.6_2.45.1_MERGED	6.6_2.45.2_MERGED	6.6_2.45.3_MERGED	6.6_2.15.1_MERGED	6.6_2.15.2_MERGED	6.6_2.15.3_MERGED	6.6_2.40.1_MERGED	6.6_2.40.2_MERGED	6.6_2.40.3_MERGED	6.6_2.47.1_MERGED	6.6_2.47.2_MERGED	6.6_2.47.3_MERGED
394	0	1	0	0	0	0	0	0	4	5	3	1	1	0	0	0	0	184	1	294	15	13	2	40	148	58	1	0	0	0	0	0	13	20	20	1	0	0	103	54	150	0	3	0	0	0	2
395	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	4	0	0	0	0	1	5	0	0	4	0	0	8	0	0	0	0	17	1	0	18	2	0	16	0	6	0	24	0	0	0	1
396	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	2	0	11	3	15	13	21
397	0	0	0	0	9	13	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	1	0	5
398	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	227	0	0	0	0	0	9	2	1	52	9	9	1	0	0	2	1	0	0	0	0	3	0	1	0	0	0	0	0	2
399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	13	2	5	0	1	1	0	0	0
400	0	0	0	0	1	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	35	0	14	32	33
401	3	2	1	0	0	2	0	1	0	0	0	6	0	0	10	0	0	0	0	7	0	12	0	2	9	4	3	0	0	1	2	0	0	0	1	0	2	0	0	0	2	2	11	20	7	2	6
402	19	2	5	4	2	2	58	72	11	21	14	13	15	25	24	31	5	38	39	1935	67	184	172	713	61	58	30	136	9	117	39	88	98	73	22	75	268	14	344	1320	309	12	5270	2247	31	22	59
403	0	0	0	5	3	0	0	0	2	2	0	80	1	1	1	2	0	0	1	0	4	147	0	0	0	1	0	0	0	0	0	0	1	5	4	0	41	2	9	1	30	21	255	37	141	122	134
404	0	0	0	1	0	2	0	0	4	1	0	6	1	3	1	11	3	9	8	10	10	168	16	14	8	2	0	0	0	0	0	0	6	18	0	8	12	2	4	0	25	1	270	0	63	52	74
405	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	14	21	16
406	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	2	17	12	27
407	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	3	7	7
408	0	0	0	0	0	0	0	5	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	17	0	0	0	0	12	9	1	13	0	1	34	0	9	1	10	1	0	1	0
409	0	0	0	0	0	0	1	0	10	0	10	0	1	3	0	0	1	11	0	10	0	0	0	1	7	0	2	0	14	0	0	0	0	0	0	4	0	0	1	0	0	0	4	0	0	0	1
410	0	0	0	0	1	1	0	1	7	4	0	62	1	2	0	0	0	0	8	0	3	90	0	1	0	0	0	0	1	0	1	0	2	1	0	0	14	2	0	0	2	6	150	18	87	116	159
411	0	0	0	0	1	0	0	0	1	0	0	4	0	0	2	3	0	0	0	0	0	13	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	23	0	45	26	43
412	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	9	20	20
413	0	0	4	2	5	0	1	2	3	2	1	83	9	2	28	50	2	25	16	13	32	29	11	49	44	6	0	0	1	0	0	0	40	71	1	15	8	3	54	1	40	11	67	9	205	220	252
414	0	0	0	0	1	0	0	0	0	0	0	2	2	0	3	6	0	0	0	3	0	2	1	5	4	4	0	201	2	0	0	0	5	15	0	4	0	0	5	0	12	0	0	0	0	0	0
415	0	0	0	0	0	0	0	2	0	1	0	0	1	8	0	0	0	0	0	0	3	2	0	0	1	12	3	0	0	0	0	0	11	9	6	2	1	1	1	2	1	0	771	3	0	2	5
416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	5	9	2
417	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	11	20	21
418	1	0	1	0	0	0	2	4	7	0	15	16	2	0	2	2	0	1	0	0	8	24	2	0	17	4	0	10	3	3	0	0	1	1	4	1	4	0	4	0	0	62	16	2	2	2	4
419	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	1	0	0	6	0	18	18	29
420	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	9	15	11	45	76	91	109
421	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1
422	0	0	0	2	2	0	1	2	0	1	2	0	2	0	2	0	0	15	0	11	0	14	1	2	4	8	20	0	6	0	0	0	17	10	17	6	2	0	8	1	75	0	10	0	2	0	2
423	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	8	6	5
424	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	3	0	1	1	2	0	0	3	0	0	0	6	0	2	1	0	0	8	0	4	1	41	14	0	0	0
425	0	0	0	1	0	1	0	0	3	0	0	7	0	0	5	3	0	2	3	6	3	10	3	2	5	3	0	0	0	0	0	0	2	5	0	0	0	0	1	0	5	1	13	2	17	27	28
426	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	1	2	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	38	0	29	22	15
427	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	3	0	19	15	23
428	0	0	0	0	10	22	0	0	21	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	1	0	3	0	0	0	3	3	2
429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	2	1	15	1	0	0	0	0	11	1	1	23	2	1	17	7	8	10	22	1	1	0	0
430	64	104	186	5	2	3	3	4	3	0	0	1	0	9	26	1	0	4	1	4	6	7	0	17	45	15	1	0	5	4	0	0	22	4	19	14	14	4	6	0	9	1	15	1	14	3	23
431	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	11	4	26	14	12
432	3	0	8	2	3	0	120	35	32	4	684	108	8	11	16	14	6	802	2	39	25	96	29	160	566	440	425	13	12	23	66	13	14	64	71	3	28	4	6	6	1	77	4	2	29	19	40
433	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	19	27	0	0	0	0	0	0	0	0	0	1	11	0	18	0	0	0	9	0	1	1	1
434	0	0	0	0	3	2	1	1	0	0	0	36	5	1	15	11	0	11	9	9	12	14	5	25	15	12	0	0	0	0	0	0	10	17	0	9	8	2	14	0	25	3	47	22	77	105	97
435	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	4	4	6	6	4	3	8
436	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	1	1	1	1	18	2	5	7
437	22	44	16	12	14	18	0	0	0	0	0	22	33	19	0	0	0	0	10	0	8	0	0	0	0	2	21	25	31	6	6	5	0	0	1	14	30	19	8	4	12	6	20	10	3	4	3
438	0	3	0	0	0	1	0	0	3	3	0	2	1	3	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	4	1	1	2	2	0	1	2	1	0	1356	5	4	4	0
439	15	18	8	0	0	0	3	8	0	0	6	0	0	0	3	1	0	6	0	0	0	17	16	5	9	6	0	0	2	1	0	0	4	1	3	2	47	2	1	0	2	3	1	0	3	8	3
440	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	4	2	23	2	0	13	6	3	4	43	0	0	0	5
441	0	0	0	0	1	0	0	4	2	1	0	249	0	0	1	0	0	1	0	2	30	6	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	1	2	0	89	135	145
442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	5	7
443	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	6	0	0	0	3	3	0	1	1	0	0	0	0	0	1	0	1	0	0	1	2	0	1	47	11	0	0	0
444	199	169	176	2	1	0	2	18	20	2	27	3	2	1	92	43	9	39	4	9	17	34	9	46	88	58	176	38	47	3	4	4	153	20	35	270	82	5	103	1	25	9	142	4	14	20	39
445	0	0	0	0	0	0	0	0	5	0	31	0	2	1	0	0	0	1	0	0	2	45	0	6	6	2	2	0	0	2	0	0	0	0	0	0	12	0	0	0	0	79	3	0	0	0	0
446	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	24	21	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	1
447	0	0	0	0	31	64	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	0	0	1	0	3	0	0	0	0	2	3
448	0	0	0	0	0	0	1	0	0	0	0	1	2	0	4	2	0	3	2	1	8	3	0	9	7	2	0	0	0	0	0	0	2	5	2	2	0	0	8	0	3	2	2	7	1	0	0
449	0	0	0	0	0	0	0	3	7	1	13	1	2	2	1	0	1	0	3	0	2	85	0	21	7	3	5	0	0	0	0	0	0	0	0	0	17	0	0	0	0	196	39	0	0	0	2
450	1	3	1	0	0	0	0	0	8	4	7	29	2	6	0	0	0	15	0	26	1	8	0	4	56	17	0	0	0	0	0	0	5	3	9	0	0	0	11	10	16	0	14	0	1	1	1
451	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	10	14	8
452	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	4	4	7	23	16
453	0	0	0	0	43	60	0	0	15	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	56	0	0	0	1	2	0	0	0	21	14	17
454	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	1	5	6
455	1	7	0	3	1	0	12	4	6	6	15	27	7	1	6	12	2	48	9	203	27	10	118	43	20	15	23	54	2	14	65	12	19	40	28	13	18	7	11	3	12	3	13	272	2	1	6
456	5	11	2	1	0	0	0	1	0	0	2	0	0	0	1	0	0	0	1	4	0	1	0	1	3	3	0	0	1	0	1	0	14	4	1	28	5	0	24	7	9	1	56	5	2	2	0
457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	3	2	6	1	9	14	27
458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	1	3	8	4	8	13
459	0	0	0	1	0	0	0	1	1	0	0	11	2	0	2	4	0	1	0	6	4	9	1	2	6	1	0	0	0	0	0	0	7	3	1	0	1	0	2	3	11	4	19	0	6	7	6
460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	4	5
461	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	12	0	3	10	14
462	0	0	2	10	0	1	5	2	1	2	1	3	0	1	0	5	3	0	0	1057	105	20	12	130	12	15	6	132	0	1	8	2	7	7	16	3	51	2	105	46	6	4	1721	14	1	5	5
463	0	1	0	12	6	3	2	5	15	7	3	143	15	5	18	37	4	16	16	13	33	273	8	31	19	12	0	0	0	1	1	0	22	41	5	4	39	9	15	11	31	36	431	44	379	467	422
464	0	0	0	2	1	1	0	0	0	0	0	2	1	0	1	8	0	14	9	10	7	6	2	25	12	1	0	0	0	0	0	0	5	16	1	7	0	0	14	0	15	0	6	0	18	19	21
465	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	7	13	6
466	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	18	0	22	16	38
467	0	0	0	0	0	0	0	0	0	1	0	6	4	1	13	11	1	3	4	0	15	13	2	20	18	5	2	0	0	0	0	0	15	19	0	1	10	1	10	0	17	3	20	1	55	41	64
468	0	0	0	0	0	3	1	0	0	0	4	26	2	0	1	0	0	2	0	0	3	4	0	0	0	2	0	0	0	0	0	0	8	1	0	9	6	0	2	1	9	1	32	14	29	25	46
469	0	0	0	0	9	13	0	3	7	0	0	0	0	0	0	0	0	0	13	11	0	0	2	0	1	2	0	0	0	2	4	0	14	1	2	13	0	2	3	4	8	0	0	0	0	2	0
470	0	0	0	0	3	0	0	0	3	0	0	12	0	0	0	2	2	0	0	0	4	31	0	1	1	1	0	0	0	0	0	0	1	2	1	1	6	0	1	0	2	0	49	0	29	32	46
471	0	0	0	0	1	0	0	2	0	0	4	46	0	1	10	13	0	3	8	7	15	19	2	11	10	12	0	0	0	0	0	0	14	21	0	7	4	2	15	1	21	3	33	5	50	59	85
472	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	1	6	0	6	8	11	0	6	4	2	0	0	0	0	0	0	0	3	0	1	20	1	4	0	18	4	1	44	14	4	9
473	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	6	0	1	1	0	3	0	0	4	1	0	0	0	0	0	0	0	3	3	0	0	0	0	7	0	0	0	3	0	14	10	7
474	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	1	0	17	22	23
475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	4	1	3	1	11	8	0	1	3
476	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	13	1	5	3	9
477	0	0	0	0	0	0	0	0	3	0	2	0	2	0	0	4	0	3	5	0	3	2	0	5	2	2	0	8	0	0	0	0	6	9	1	1	0	0	11	0	16	0	1	0	0	0	1
478	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	13	0	0	1	0	0	2	11	1	0	1	0	0	0	0	21	0	0	0	0	2	19	1	14	2	20	1	0	0	3
479	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	28	0	30	26	35
480	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	5	15	24	29
481	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	6	0	6	10	18
482	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	6	0	1	0	0
483	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	566	5	1	0	26	0	0	7	0	0	0	0	0	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0
484	0	0	0	0	1	0	0	0	1	1	0	21	1	0	0	1	0	0	0	0	1	6	0	5	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	2	4	49	5	17	39	36
485	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2	6	0	6	1	7	1	0	0	5	2	1	0	0	0	0	0	0	5	4	0	3	1	1	6	0	2	0	0	2	0	0	0
486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	3	1	0	0	1	0	0	0	0	15	1	2	34	5	0	9	0	5	3	12	1	0	0	1
487	0	0	0	0	0	0	2	3	0	0	2	0	0	0	4	0	0	10	0	2	0	0	0	0	6	0	2	0	1	1	1	1	0	5	6	1	2	0	6	6	5	0	1	2	0	0	1
488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	4	1	0	3	0	6	1	0	2	9	4	6
489	0	0	0	0	0	0	0	0	54	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	12	0	8	4	0	1	5	2	1	0	15	0	0	0	1
490	0	0	0	3	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	3	1	69	9	43	54	46
491	0	0	0	3	4	0	0	3	14	5	1	77	10	8	14	17	0	7	7	13	8	214	2	10	9	7	0	0	0	0	0	0	14	28	4	4	37	4	6	0	38	6	453	17	192	193	247
492	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	4	10	6
493	0	0	0	0	0	0	1	0	5	7	645	5	15	43	2	2	5	0	1	1	0	3	0	4	55	0	0	1	2	1	1	0	1	7	11	1	14	0	0	0	198	2	20	854	6	3	3
494	0	0	0	0	0	0	0	0	2	0	0	0	0	0	10	28	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
495	0	0	0	0	0	0	0	0	1	0	0	29	0	2	0	0	0	0	0	0	4	3	0	0	6	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	3	0	2	3	17	12
496	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	1	0	0	2	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	3	22	12	17	32	21
497	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	21	6	0	0	0	0
498	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	6	0	1	1	3	2	0	6	7	0	0	1	2	2	3	0	2	1	0	12	39	19	2	23	25	1	0	0
499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	10
500	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	11	2	1	23	2	0	13	0	8	1	21	1	0	0	5
501	0	0	0	0	0	0	0	0	3	0	0	30	1	0	0	2	0	1	1	1	7	12	0	3	1	6	0	0	0	0	0	0	10	18	4	2	2	4	13	0	12	1	33	0	6	15	22
502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	2	0	8	6	1
503	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	17	0	14	12	10
504	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	1	0	44	2	12	8	4	2	19	0	9	0	22	0	1	3	1
505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	8	12	4
506	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	8	8
507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	6	4	13	11	14	4	5
508	0	0	0	1	0	0	0	0	5	0	0	0	0	1	0	0	1	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	73	0	45	50	81
509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	15	1	5	4	3	0	35	0	18	0	38	6	0	0	2
510	0	0	0	0	5	19	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	1	0
511	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	20	2	2	1	2	0	1	3	8	0	0	0	0	1	3	4	0	1	0	8	19	5	1	35	31	1	1	3
512	0	0	0	0	0	0	15	0	2	0	5	12	0	24	2	0	0	3	1	0	9	0	0	1	0	2	0	0	0	9	9	8	0	0	1	0	2	0	0	0	4	3	2	0	0	0	1
513	0	0	0	2	0	1	0	13	0	0	0	2	1	3	0	1	0	1	0	0	1	6	0	0	0	23	0	2	6	0	6	0	0	0	0	1	8	0	0	0	3	0	7	2	10	8	4
514	1	0	0	1	0	0	0	0	2	1	0	0	1	0	1	4	1	0	0	0	0	13	27	0	3	0	2	0	0	0	0	0	0	0	1	9	2	0	0	0	2	0	20	1	4	5	14
515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	2	0	6	5	9
516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	6
517	7	10	20	0	0	0	0	0	6	0	0	15	2	1	1	2	0	0	1	0	6	6	0	2	16	13	0	0	11	0	1	1	44	3	3	39	9	1	17	2	13	3	51	0	26	23	17
518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	3	3	16	3	10
519	0	0	0	29	26	9	6	35	39	21	8	1409	83	23	166	203	24	149	148	141	318	924	45	418	161	143	8	4	1	5	0	6	271	313	19	72	120	21	270	8	398	129	1795	173	1425	1889	2258
520	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	18	7	11
521	0	0	0	2	0	1	0	0	2	1	0	7	1	0	4	9	1	0	0	0	0	29	1	1	1	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	3	0	55	3	40	44	48
522	0	0	0	0	0	3	0	5	2	1	25	1	0	3	0	0	4	1	1	0	0	47	0	18	11	2	15	0	0	0	0	0	0	0	0	0	10	0	0	0	0	101	21	0	2	9	5
523	556	1332	494	183	167	145	0	1	3	2	6	682	1118	710	2	1	0	1	265	0	178	3	2	5	3	10	506	523	670	118	86	59	2	6	5	153	198	294	66	59	117	77	140	149	57	60	51
524	0	0	0	1	0	1	2	2	17	2	16	3	8	7	2	6	10	1	1	0	6	107	1	26	29	4	11	2	0	0	1	0	0	1	0	1	36	0	3	0	0	190	59	1	1	6	7
525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	2	9	0	5	0	14	1	0	0	0
526	0	0	0	1	0	0	0	0	7	3	1	0	1	0	0	1	0	0	1	0	0	38	0	1	0	0	0	0	0	0	0	0	7	2	1	0	4	2	1	1	5	0	36	2	73	81	98
527	0	1	2	0	1	0	0	1	2	1	0	0	0	0	2	0	1	0	0	4	1	4	0	0	0	1	3	10	1	1	1	1	170	6	7	18	33	6	134	1	76	2	213	9	21	16	40
528	57	48	62	0	1	0	1	4	0	0	0	0	0	7	16	0	0	35	0	0	2	5	0	10	22	5	2	0	3	0	0	0	4	6	12	4	7	1	0	0	1	1	0	0	5	4	6
529	0	0	0	1	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	2	4	5	13
530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
531	0	0	0	0	19	31	0	0	47	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	48	1	0	2	5	5	0	0	0	3	5	1
