OTU	SHA1	Superkingdom	Phylum	Class	Order	Family	Genus	Species
1	001d465af560bf43efc6ce490ddcc606f229f394	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
2	008991ee09d6d1bb4821f1c9dc81b14bbc388b7d	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
3	00e6bc3cce2eda16e0e3ec5f9bd467858648771b	Fungi	Ascomycota	Sordariomycetes	Xylariales	Amphisphaeriaceae	unidentified	unidentified
4	01137fb6201347b808ad2c47ff299cba283fd986	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	unidentified
5	0119c288ee448c2e47362071371152bb546a85e2	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
6	0142b5f6280d727c78a914ba4e53c4444ef48d9a	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	unidentified
7	015c3a942b874c97ddda2df42138955daee9e4c2	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
8	016106cea35d61e9832369cc6b5d8c8871893184	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
9	0177781705329f22c4edff6492737263af9a6fce	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
10	017da69968f15e9e3a3737802993a19c247aeef9	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
11	01db17c7184610dce70e15e55ccfddd59cf17d11	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Buckleyzymaceae	Buckleyzyma	Buckleyzyma_aurantiaca
12	01ff75a028077b3df4d4fb5372a25fb411a4cc4d	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
13	0205547772ac62f14a1d81b412eb4d7e7c0d912d	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	unidentified
14	0227a5c59df9d65b9a3b8b5613895ce401127aab	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	unidentified	unidentified
15	0273212019c6f4f97d0032a2d8f3d79155c4467f	Fungi	Ascomycota	Eurotiomycetes	unidentified	unidentified	unidentified	unidentified
16	027323e6a87b0e238739cb5a291dae1f14a01b35	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
17	02891dbca5c5be85c8945c453bee034774f364eb	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
18	0293f2c2a4f07aca9f120fb0c1749efe1eea8e55	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
19	02c492e3c47a46bb922e1c5e8e8e12308d8d1f3f	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	Penicillium_cinerascens
20	02d0c8e46521c72e89bfaf6c50200d99faad4a7e	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
21	0323402617a434ff55103ffac229bb5be0dfe7f6	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
22	0362ce8310b9e42cbffdcc6c541f1c34d89ba533	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
23	036cf4f2ab020c0b65b1d276dda17ee8d847ff03	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	Blumeria_graminis
24	0399cebf744cd6b92cbae9a090f4d64dd647935a	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
25	03d4e6a6dd48232f58af606158e6d32ef29c44fd	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	unidentified
26	03e000d07913cf8a341c460cef14442f8182db40	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
27	03e2bd5b24413032aded63513b9865a7447c89b6	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
28	03f6d9ffe0e923380fd53348a3cee9518468a4d3	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
29	03fdc0772c6dbbdae01e731263528de3b0b02c23	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Drechmeria	Drechmeria_coniospora
30	047d77c8c13cd34c249e46c7ca242714a3caa076	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
31	0481ac730d0210c3cceedc8d0e74fb5d1214f477	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
32	048a47ea29eb8ccbd64862e73fb0ee3f3258788b	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
33	04c130015fc1e37426f8b6a0e26c9fc7b90f0e73	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
34	04e89d913197fe57f558cd4f1f9a15c7c6acea40	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	unidentified	unidentified	unidentified
35	0523f7f1e0d11d19f1f951ec2695fd562fb568ed	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
36	053deb344e78ab1abec6a8faffc042c5b667ef5a	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
37	055e19e2f058115056908ef41542d84cc138926d	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
38	05b128af4e89e03c0f89a61775715a9bbba57f12	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
39	05c9337495247468026de20d380192c3af701cff	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
40	05f0530485684c9725609435882d6689e3bbb1ce	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
41	06077c758cac38567ef6f98a916c0b371cdf710a	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_petersenii
42	061d12e27d5038d4b6b8fe350464417baed06a65	Fungi	Ascomycota	Sordariomycetes	unidentified	unidentified	unidentified	unidentified
43	0633c4842b2fa2b10d44ab469fc2b0d683d1db9d	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
44	06425062653b39fc344d84073df1ed3db51b559e	Fungi	Ascomycota	Eurotiomycetes	unidentified	unidentified	unidentified	unidentified
45	06717cdf66fa33994ef8b5494756bd6925d2b756	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	Recurvomyces	unidentified
46	069ce9be2ed32bd71dcbe2a85e234f1686d80de1	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
47	06e8aa09181fcf4e801e3614bbb984d631552fd9	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
48	070feb597b5242c2daf450a69d5769b79d6bd871	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
49	073a3ed7d60b94c4653ce1d5e7995c80ac0426f0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
50	074973d242d37339958747ad430c7eaee12b411c	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
51	077b13ab81bca183102666ec0a21bf75a98df885	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
52	077b6f515f63cf507ccf1c03f11a04913669c46c	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
53	07860b4d0544c51583cf5b74026f067364cc0961	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Endoconidioma	Endoconidioma_populi
54	07d12c3f2d77b1a228033841bcca9fe44359731a	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
55	08277f275c2725219e6bb8080c65598c9054d283	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
56	0830b789cd193fddaab6c43a5608059fd22a9c26	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
57	088e1cf563331c57785eedd3d09dde48f3e29cee	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	unidentified	unidentified
58	089899e6356be36f0b93e235b92452c9b0a11482	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	unidentified
59	08bf0109d07859bdf38253a877c541f0380b8418	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Neofabraea	unidentified
60	0920edfd90d772965af50026ad2eb88fa9d4fd87	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
61	0930a8378347678e581313e4445843fb8f42fb42	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	Recurvomyces	unidentified
62	0970d62429ecddc349e15f2c54ece855af48e905	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_fam_Incertae_sedis	Rhodotorula	Rhodotorula_mucilaginosa
63	0993b712e63631949127a9ea41832d9d599608cc	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Symmetrosporaceae	Symmetrospora	unidentified
64	09cbc2a0f4cfe680d9f0ff233b80bea724afc603	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
65	09d37b1a1acec6cb5d38c61b9fca8a6280345282	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
66	0a0554464ead10e23ea4ea4140e4af4112bfba94	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
67	0ab75d56e0bbb409244cf6b2202a17f2f0eac7e9	Fungi	Ascomycota	Dothideomycetes	Dothideomycetidae_ord_Incertae_sedis	Pseudoperisporiaceae	Bryochiton	unidentified
68	0af498d3b013f8a5fec3135710340d995e9baaa3	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
69	0b1702258b80566b1e6f4c51409bcad91752edca	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
70	0bd752c5a831897ca0e529b0f4c4302db75afcf1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
71	0bde9ba81f8666c61147d899ff72aebd9422c157	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
72	0bfd99650a26e5508501384db91034aedf6702fc	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
73	0c013ef2240db335b7a6c2561d214b585a4a97f8	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	unidentified
74	0c2434c1ca499b2ce77de6f74845a5bc50ba8b70	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
75	0c26238edf6c86f4ae28aaff133ff751a002327f	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
76	0c5ace7b5dbeca24e18658a11c73aac2b2203923	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
77	0cda6371909858f3b7f3ad356cba259c084746d3	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
78	0cf8c9102648d361a19e08f9246311a396b0540e	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
79	0cf8cdeb63b9df001971e24f1085b39f44c9f35d	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
80	0d2de5f1a469467cf0aa17c511cb4e94813fabf8	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
81	0d3a8db28ed85a542c9f07a52d356820cbf7b9b4	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
82	0d7369d7f458e0548253f8f66985e8c3eccf06a8	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
83	0dab4761af801c63f6c75ed55f047c44203f1ca5	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
84	0dbe301b7a253b9c2f29cb2e74101d193f6f158b	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
85	0dff56ee77b8a5db0b699bfe98feb3639fcb34e0	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
86	0e282e8d1eb08e53dee2db8cdfc952532a8bacde	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
87	0e35c3c2fd1b63fdbede1fc2469b5fc137fa6bb9	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	Blumeria_graminis
88	0e441d88b91f84c9554e4b0de7de8deab927a181	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
89	0e528b0dca340293194a9afd63388f49b7b525c0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
90	0e6756dc1f6a77ada10dbf9e603f9eecdf5f5e40	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
91	0e74ac68d75fe9f6b3928b27f78cca8b8f32b9ba	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
92	0e758612000d98dbea6969192bb7669bad2613d2	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
93	0ea782a75e9e12b369a664e85f059a62076daccd	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Penidiella	unidentified
94	0eb645cdd317890b7ff70b72277c516536710104	Fungi	Ascomycota	Leotiomycetes	unidentified	unidentified	unidentified	unidentified
95	0ec5e3b77c920f1e402c57c2775f4e7d5675531c	Fungi	Ascomycota	Sordariomycetes	Xylariales	Amphisphaeriaceae	Seiridium	unidentified
96	0f88990471b9aec4f1acc81d04f43467c16e257f	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
97	0f902a2c2b4f73e955e9bd0a2b11dc9581377b7e	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
98	0f9d9fe8685735086ff565aed1e26b634aa4625f	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
99	0fd41a1972c3777aa13e42f5f06f364e991e24a7	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Penidiella	Penidiella_drakensbergensis
100	1029b986afce4ba4e06b0200c2c67b3c1f527c5a	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
101	1052117219cc4408f01b371380563dd04a4595e7	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
102	106aa6544f3596db085226be0ed271b11c676c04	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia	Ramularia_tricherae
103	107f0bfd8dcb63015422c2aaab480b2f6baf5efd	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
104	109da50b0028b42954616ac5f0852acafe3e9184	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
105	10a66a57ee89eada466a316d4836b8141f2b1b7e	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
106	1108dd9e47cfef16d79661c45e21510fa23aa5f7	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
107	1114264284888d1cbfb9cb4e627e072d24e37f1c	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
108	1139515298fdbee98d508c7b50bd8aec24e7d5af	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
109	114919a241d9703295456848d0d3d238ee78857c	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
110	11710286f085efba0422972c3fa2f4d672594d26	Fungi	Ascomycota	Dothideomycetes	unidentified	unidentified	unidentified	unidentified
111	1174cfdedc298096bac4346f9793f92551a4a31d	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
112	11a052131ff7ae032c3b745ee6c926c312bfc36d	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
113	11a9f7d0d5beffe2ad4013378db7aa270e5395f1	Fungi	Ascomycota	Dothideomycetes	unidentified	unidentified	unidentified	unidentified
114	11d255b651e53862d169bc19736697ca040fa08c	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	unidentified
115	12964610a91b987ece6a3cc278cf8de983f2dcda	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_laurentii
116	12c989a35f20a8df09c9bca9c5ac63d57ac77573	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
117	12d1dc8d35f79e46f05ea85dece05796aad5b768	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
118	12d9619e20ad6feb931980243643da65949f2c9a	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
119	12f179b8e273d6a6d8535d0dd6ff98c6c902e0ef	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
120	12f672ceede7a57e97af1e5d742bcbd2a535f914	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	Recurvomyces	unidentified
121	133aa4481d585cb460695539ff5138bd3d9cbf53	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	unidentified	unidentified	unidentified
122	13f07a7a4a4a4467cec1446b2a712496b8bd3a70	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	unidentified	unidentified	unidentified
123	14038453c8b863a7610037f54307d69e9aaaa04e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
124	14161f7e97c67cd25eabdbcf2cb562d2fd295f1b	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
125	1420cfbea065cdc3d92b33c2f8ef407d20144485	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
126	149df223863cc1763c7cd2bb2b97f3f3a1d683d0	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
127	14d3c5f458bbe3a6242d65b2884acd888ac5f947	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
128	14e64cb62d6111ffe95ba3cbe6ba6537247716c6	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	unidentified	unidentified
129	14f7a13617221f0dd49acb463c64637ff5cd158d	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia	Ramularia_pratensis
130	14f9bbbc396b05f309d91d42a8f927ea1c7676dc	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
131	1536f2b65ad37ba022596483dc7658882d80fb9b	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
132	157d0b0d63aae4628aebf503cd7ba0b08562342a	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
133	158e2b26826b25c9e5c1ac892fc15f18226e5f03	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Tuckermanopsis	Tuckermanopsis_chlorophylla
134	15df816a676547e41791c72ead7feff9a88a7730	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
135	163c21c9e6d111effcad42336367dfcc786cb464	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
136	1678d231f0d7ac1b9911207ed4dc6d6e95db9b96	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Epicoccum	unidentified
137	16adf27c539f7a9e6ef9fbc414f4d61904ca2470	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
138	16b62342b3cf809209f03340b4739fbad433c8e7	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
139	16cad4f9e30a9a251e7aa1cbc8965d1e27a69fe0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
140	16d78a34549d24e5a5b0b5590fd47113d30d4d1a	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
141	170f96af937ffca116037cf348c337498634eb36	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
142	173b8ecd991e7d4c9ccfb660167399c3a8a4e38f	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
143	176e02b2b1b98f907a44fc2532ce1ccc13d56081	Fungi	Ascomycota	Dothideomycetes	Dothideales	unidentified	unidentified	unidentified
144	17b1bf10d326d66c88f646bb7fc151f8a4232983	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
145	1839d16a69d2901daa161e11bd9113cd4c3f972a	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
146	18a7271bce4e819d297da709be117f9541a2e30d	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
147	18a9640a4dc60844817c91f00c360e5123e2f198	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
148	18be8fd984bd187e0f114fd1460256a01a810088	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
149	18f362b305859f58a46cd1660d10b22a89683b49	Fungi	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Phylliscum	Phylliscum_demangeonii
150	1942a1cdaca309598ba262f887692d4e003ece36	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
151	197dffef4d16b99a8affe2699868b0f4c3be01a9	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
152	198c844f57b568bdafd6d75675d0024703ae58b4	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
153	1a70cf26f85ca3a644a088f683dedae287699956	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
154	1abf53b4b145b46a8148cad3cf5169d398c91658	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
155	1b2fe887d91b0d4e4aaaca3d2bd5e99b7d9f9b5a	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina_padi
156	1b4de656c37aa4fa794a8b5c51cf0fd0720684e5	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
157	1b66fc67c9ec24140f02fd0e16f1427f90a60ded	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	unidentified	unidentified
158	1b9ac7887f0c48b9197f3387a1d2e5df3fd3cf44	Fungi	Basidiomycota	Agaricomycetes	unidentified	unidentified	unidentified	unidentified
159	1b9c83a82b3b94cc21fe922384125baf7b4f2a63	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
160	1bae5159913064af637487ab422a8f5830946875	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Sphaerulina	Sphaerulina_rhabdoclinis
161	1bba2081c2f188c03d5961bb3c7b554cf39684ba	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
162	1bc3cbd2095cf96029ef15dd2142f07d3072fac3	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
163	1c298af82f8e3c496b0aff6c31a3d1f1ffcf4182	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
164	1c2ab60b925308810cf75f3c259682de854b35c7	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Lophodermium	Lophodermium_piceae
165	1c3baa09a36efd10405be6375b36cdc906454fd4	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	unidentified	unidentified
166	1cb91553f35ccd457b6c3b7d7c0de18ec9fdc37d	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
167	1ce0ec3a8db779a6817fcc862ffe948602362b57	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Dothideomycetes_fam_Incertae_sedis	Septoriella	Septoriella_hirta
168	1d02683ebd1a2aa6614745c797e3bbffea0c68c0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
169	1d0fca825f95fd29f2e33b83d822a2744509ba52	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
170	1d1348a55d6e903d3dd1edbe294150ab09203a03	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Xenosonderhenia	Xenosonderhenia_syzygii
171	1d53e84a49fa093a715546ef8aabde02d8a44629	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Strobilurus	Strobilurus_tenacellus
172	1da0e2a1e0dd9f5096cf7ab89ffaefbd0c848914	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania_humatica
173	1da2b69fcdddeb418cb02a2046f7c7eb3c0ff0f7	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina_vestergrenii
174	1dce8f28763b3b73d6777da04c9a7c4005b0965e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
175	1dd48db67417811d8118202d4bbe03445c4e5945	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
176	1de8cddb0c2d054b066417abafefa0989373e0ac	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
177	1e305639a82e14b7ddc61da5a99316ed40be2646	Animalia	Arthropoda	Insecta	Lepidoptera	Crambidae	Petrophila	Petrophila_incerta
178	1e3aaef34fe14b3e93da08c37e3a94a9f79b677a	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
179	1e5379d52d3561a905c03295e722c52b38ba9708	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
180	1e6183938f30b55920fbd5adf46a7a084d9b0fff	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
181	1ea0243a98827d3228584517e391231e8725153c	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Lophodermium	unidentified
182	1ee2e642178ea5be2951950bdbeb76bc509875c5	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Claussenomyces	unidentified
183	1f145e3fbb44fce456121360dfd51a57f9a72611	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
184	1f159d39079876fb1dd5de827be6a70284c88108	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
185	1f1a56ef08b42df0b274b1252cf5b243de176404	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Golovinomyces	Golovinomyces_sp
186	1f294b25572683a120e92a7d132e569a1d7a3fc5	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
187	1f2cd4d51d61901d8dabe80c34bea966265c284d	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	Leptosphaeria_etheridgei
