ID	3.1-4.2_2.76.1	3.1-4.2_2.76.2	3.1-4.2_2.76.3	3.1-4.2_2.05.1	3.1-4.2_2.05.2	3.1-4.2_2.05.3	2.42.1_MERGED	2.42.2_MERGED	2.42.3_MERGED	2.24.4_MERGED	2.24.5_MERGED	2.24.6_MERGED	3.1-4.2_2.14.1	3.1-4.2_2.14.2	3.1-4.2_2.14.3	2.29.4_MERGED	3.2-4.1_2.28.1	3.2-4.1_2.32.1	3.2-4.1_2.30.1	3.2-4.1_2.33.1	3.2-4.1_2.31.1	2.27.4_MERGED	2.27.5_MERGED	2.27.6_MERGED	3.1-4.2_2.03.1	3.1-4.2_2.03.2	3.1-4.2_2.03.3	2.16.1_MERGED	2.16.2_MERGED	2.16.3_MERGED	2.45.1_MERGED	2.45.2_MERGED	2.45.3_MERGED	2.46.1_MERGED	2.46.2_MERGED	2.46.3_MERGED	2.41.1_MERGED	2.41.2_MERGED	2.41.3_MERGED	2.48.4_MERGED	2.48.5_MERGED	2.48.6_MERGED
359	0	0	1	0	7	8	0	1	0	2	0	3	1	3	1	0	0	0	0	0	0	2	1	0	8	1	12	8	9	5	23	10	20	3	5	7	4	4	2	2	3	4
360	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	2	3	29	15	10	7	5	4	0	2	2	0	1	2
361	251	121	187	8	1816	1739	1	1	1	799	879	813	0	8	6	0	0	0	0	0	1	492	239	421	10	8	12	1	3	1	25	11	31	2	3	1	0	0	1	0	5	6
362	10	2	6	1	1	2	1	2	2	1	1	0	0	0	0	0	6	20	16	2	2	0	4	3	9	8	4	86	122	46	702	1115	858	39	33	24	3	9	30	1	2	0
363	4	2	4	0	16	14	1	1	1	5	1	6	1	1	2	0	0	0	0	0	0	0	0	0	3	0	4	14	25	14	18	17	11	12	8	11	4	7	3	1	4	9
364	1	0	0	0	8	8	0	0	4	9	5	7	1	0	0	4	0	0	0	0	0	1	5	3	71	61	103	0	3	0	98	51	38	14	10	11	2	0	0	0	0	0
365	0	1	0	1	1	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	3	1	3	7	5	11	356	150	92	18	22	11	1	0	0	0	0	0
366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	5	14	0	0	0	0	0	0
367	8	5	4	4	49	56	5	16	7	7	6	10	2	11	7	1	0	2	3	1	2	54	29	38	12	11	13	82	156	113	32	39	264	27	20	18	3	12	10	12	16	16
368	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	2	2	3	14	5	16	26	18	12	0	0	0	0	0	0
369	2	2	0	0	12	9	1	0	0	6	1	5	1	3	2	1	0	0	0	0	0	2	1	3	26	16	26	2	14	9	53	27	23	10	14	6	5	10	6	5	17	3
370	5	1	2	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	3	47	26	18	3	0	1	1	0	0	0	0	0
371	0	0	0	1	0	2	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	1	3	0	4	85	35	27	12	4	2	0	0	0	0	0	2
372	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	4	19	6	0	1	0	0	1	0	0	0	0
373	19	10	12	0	17	17	0	4	2	24	11	12	3	12	9	0	3	0	0	0	0	2	1	3	11	6	9	34	44	29	178	99	72	43	34	26	7	8	2	0	10	7
374	9	7	3	0	7	10	0	1	1	7	3	3	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	41	57	55	11	11	11	10	10	6	2	3	1	1	1	2
375	1	0	0	0	0	1	0	0	3	1	0	0	1	10	3	0	0	1	0	1	0	0	0	0	0	0	1	3	3	13	3	2	0	2	3	1	2	2	2	1	5	8
376	0	0	1	0	15	18	0	1	0	1	1	8	0	3	1	0	0	0	0	0	1	1	0	0	3	2	1	5	2	1	4	3	0	1	2	0	1	2	0	0	3	7
377	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	7	5	5	9	12	7	2	0	2	2	2	0	0	4	3
378	3	1	0	1	3	4	2	2	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	16	15	20	3	6	3	25	10	13	7	5	2	0	1	0	0	0	2
379	12	3	16	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	15	0	5	0	0	0	1	0	0	0
380	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	29	23	0	0	4	1	0	0	0	0	0	0
381	0	0	1	0	0	0	0	0	0	3	4	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	14	8	27	0	0	0	0	0	0	0	0	0
382	0	0	1	0	0	0	0	2	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	4	5	8	1	1	0	4	5	2	2	0	1	1	0	1	0	0	0
383	2	0	0	0	0	1	0	2	1	3	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	8	6	5	0	1	1	1	1	0	0	0	1
384	0	0	0	0	0	0	1	2	0	3	0	2	0	0	0	2	2	12	7	0	6	159	136	151	0	0	1	2	0	2	0	0	0	2	0	0	0	0	2	0	2	0
385	458	263	825	0	0	29	0	0	0	39	40	51	3	3	5	0	0	0	0	0	0	30	10	25	3	0	5	0	0	0	10	1	8	1	0	1	0	0	0	0	0	0
386	3	2	4	2	14	18	1	1	1	4	4	9	7	17	4	0	0	0	0	0	0	0	0	0	21	15	18	11	11	13	44	40	38	13	10	11	6	3	5	1	3	8
387	1	1	2	2	136	181	0	1	0	11	8	21	2	5	4	1	0	0	1	0	0	3	2	3	5	5	13	20	13	15	20	21	19	9	10	7	13	18	7	1	14	43
388	22	13	13	2	5	4	1	0	1	11	7	7	0	1	0	0	2	0	0	0	0	0	2	1	2	0	3	3	25	16	28	28	29	24	19	16	2	6	4	0	3	3
389	0	0	2	0	3	4	6	5	6	11	10	10	1	7	2	0	0	0	0	0	0	0	0	0	1	0	0	2	5	8	19	9	20	2	2	3	2	3	5	4	0	2
390	2	0	0	0	4	6	0	2	0	5	1	5	6	18	13	0	1	1	0	0	0	0	0	0	1	0	2	32	115	23	14	13	9	5	7	2	337	383	256	89	368	545
391	7	2	4	0	3	4	0	0	1	2	3	6	1	7	2	0	0	0	0	0	0	1	0	1	0	0	2	12	5	10	15	19	23	63	44	35	9	6	15	2	11	27
392	8	2	7	0	11	11	0	4	0	3	4	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	4	9	5	1	2	0	0	0	0	0	0	0
393	19	10	18	0	44	47	5	10	9	37	16	43	10	21	9	2	3	2	2	0	1	6	2	5	27	13	21	147	151	123	91	72	83	76	67	60	31	43	27	11	40	64
394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	49	6	9	12	13
395	2	1	0	0	6	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	14	4	14	7	5	1	3	1	6	10	8	4	1	1	0	1	1	2	0	1	0
396	14	8	10	0	2	1	0	0	0	2	2	2	0	2	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
397	3	5	3	2	8	11	1	2	1	7	3	9	1	6	3	0	2	1	0	1	0	16	13	7	3	0	4	15	26	20	9	19	32	13	8	9	2	0	5	1	6	3
398	2	0	0	0	24	32	0	0	0	103	10	46	0	1	0	25	4	3	3	0	1	20	10	32	3	5	4	1	2	9	1	3	0	1	0	1	3	4	1	0	3	21
399	2	0	3	0	2	9	1	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	10	9	10	22	27	24	31	27	22	2	0	0	1	0	3
400	16	6	7	1	9	16	1	1	2	53	25	46	2	3	3	1	1	0	1	0	0	1	1	1	1	2	1	26	24	23	25	29	23	12	11	15	10	7	10	2	13	15
401	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	14	10	8	8	7	5	0	0	0	0	0	0
402	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	3	5	5	34	17	19	7	2	9	0	0	1	0	1	2
403	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	2	1	0	0	0	1	23	1	7	10	3
404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	119	51	121	1	0	0	11	5	10	0	1	0	0	0	0
405	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	49	2	14	1	2	0	0	0	0	0	0	0
406	0	0	0	0	0	0	0	0	0	0	0	0	30	104	30	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	1
407	5	1	4	0	0	6	1	1	2	1	1	1	1	4	1	1	0	0	0	0	0	1	0	0	1	1	2	15	13	16	18	18	11	11	8	6	27	27	13	6	21	29
408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	2	0	0	0	0	0	33	46	29	2	3	13
409	46	18	25	0	54	56	2	4	3	17	9	14	0	0	4	0	0	0	0	0	0	1	0	4	2	3	3	3	7	4	7	13	10	1	2	4	1	0	0	0	3	3
410	6	4	8	0	5	6	0	1	2	4	3	7	3	2	3	0	0	0	0	0	0	1	0	0	13	4	7	20	16	14	19	16	26	19	5	9	4	9	2	2	6	8
411	3	1	1	0	0	0	0	0	0	5	1	2	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	4	7	6	10	7	7	6	4	6	0	0	1	0	0	1
412	0	0	0	1	42	25	0	1	0	0	3	4	0	0	0	0	162	20	8	15	3	3	3	10	35	2	3	4	7	0	1	6	17	6	2	2	0	0	1	0	3	0
413	0	1	1	0	0	0	0	1	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	1	4	7	2	1	2	1	3	0	2	53	89	48	6	14	24
414	0	0	0	0	0	0	0	0	0	1	0	0	0	3	14	0	5	2	0	1	0	0	0	1	81	37	61	1559	1988	659	11	58	32	52	57	62	1	3	1	1	1	0
415	17	11	10	0	18	15	0	0	1	8	3	3	0	0	2	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	2	2	5	1	2	3	1	0	0	0	0	1
416	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	3	2	2	95	54	33	5	4	1	1	0	0	0	0	0
417	0	0	0	0	1	0	0	5	0	5	2	3	1	0	1	0	0	0	0	0	0	0	1	0	1	2	3	3	2	0	9	3	6	0	2	1	0	0	2	0	1	1
418	1	0	0	2	25	21	0	0	0	4	3	5	1	3	4	0	1	0	0	0	0	2	2	1	4	4	2	5	8	5	11	8	9	3	5	3	1	6	3	2	1	5
419	3	2	7	1	11	5	0	1	1	7	0	7	1	1	3	0	0	0	0	0	0	0	0	0	1	0	2	13	11	10	16	15	9	16	14	13	3	3	5	0	6	6
420	0	0	2	1	73	64	0	0	0	7	6	15	0	1	2	0	0	0	1	0	0	0	0	0	5	4	4	6	12	9	10	11	6	4	6	0	3	10	1	1	5	12
421	3	0	0	0	1	3	0	0	0	4	1	2	1	0	3	1	0	0	0	0	0	1	1	0	8	4	3	6	7	7	380	175	87	16	19	14	0	2	1	0	1	2
422	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	3	9	8	0	0	0	0	0	0
423	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	4	1	1	6	5	2	29	21	16	5	8	1	0	1	0	0	0	2
424	2	0	2	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	13	6	4	3	5	4	2	2	1	0	1	0	0	0	1
425	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	33	7	5	11	7	7	1	0	0	0	0	0
426	282	114	207	0	101	166	3	0	2	676	382	902	10	52	23	0	0	1	3	0	0	79	44	48	45	33	62	27	508	603	389	452	412	50	63	23	1	5	19	0	3	59
427	43	25	38	0	9	10	1	0	2	25	23	34	0	0	3	0	1	0	0	0	0	1	1	0	0	1	4	25	30	37	12	26	38	6	11	5	4	3	4	0	3	8
428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	33	1	11	6	6	2	0	0	0	0	0	0
429	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	32	17	5	1	2	1	5	1	0	0	0	0	0
430	2	1	2	1	1	2	0	0	0	6	1	8	1	2	0	0	1	1	0	0	0	0	0	0	6	1	3	46	34	28	15	12	31	24	24	17	5	2	1	7	6	5
431	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	120	0	0	22	57	27
432	0	0	0	0	0	0	0	0	0	11	0	4	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	90	34	19	56	71	86	15	9	12	0	0	2	0	1	0
433	26	14	12	0	198	211	0	0	0	36	57	42	0	0	0	0	0	0	0	0	0	10	12	13	0	0	1	0	2	3	3	1	1	0	0	0	0	65	0	0	0	0
434	0	0	0	0	2	2	7	9	3	6	8	6	0	2	3	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	6	6	2	0	0	0	1	1	3	0	0	3
435	1	0	0	0	3	2	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	2	6	9	10	8	15	5	0	1	1	0	0	0
436	0	0	0	2	7	14	0	0	0	1	0	1	1292	2024	1127	1	1	0	0	0	0	1	0	1	1	0	3	45	133	8	15	18	6	1	0	1	0	0	0	1	3	3
437	0	0	0	0	0	0	6	1	8	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	3	11	1	1	0	1	0	0	1	0	0	0	0	0	0
438	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	66	1	36	13	0	1	1	1	0	0	0	0	0	0	1
439	0	0	0	0	1	0	0	0	0	0	0	0	11	21	10	2	0	0	0	0	0	0	0	0	0	0	0	0	10	14	5	4	3	1	1	1	0	0	0	0	0	0
440	1	1	0	1	31	38	1	3	3	7	1	5	0	3	4	2	0	0	0	0	0	0	1	2	29	21	22	13	8	9	53	42	32	12	19	11	5	3	4	0	5	9
441	3	2	1	0	4	3	0	1	0	0	1	0	8	12	9	0	0	0	0	0	0	0	0	0	0	1	1	3	3	4	7	9	7	10	7	3	1	1	0	0	1	4
442	1	1	0	0	1	1	0	1	0	1	1	4	0	2	1	0	0	0	0	0	0	0	0	0	9	3	3	8	12	9	25	13	7	10	10	3	3	12	8	8	77	70
443	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	1	5	5	0	0	0	0	1	1
444	1	0	0	1	1	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	2	7	16	7	10	13	16	5	0	1	0	0	0	0
445	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	1	0	0	0	0	0	0	0	0	0	0	471	501	354	28	13	23	19	15	23	1	1	35	0	1	0
446	0	0	0	0	0	0	0	0	0	0	1	0	0	2	6	0	2	0	0	0	0	0	0	0	0	0	0	477	657	993	17	22	6	37	17	24	1	2	1	1	1	2
447	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	22	0	7	0	6	12	6	0	0	0	0	0	0
448	66	30	34	0	1	0	0	0	0	7	3	1	0	0	0	0	0	0	0	0	0	4	1	5	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
449	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	2	0	1	0	0	0	78	63	30	0	0	0
450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	61	35	2	1	0	0	0	0	0	0	0	0	0	0	0
451	1	0	3	0	1	0	0	0	0	42	27	128	0	0	0	0	0	0	0	0	0	0	0	0	1	1	11	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0
452	1	0	0	1	24	32	2	4	3	13	6	10	1	3	0	0	0	0	0	0	0	0	0	0	71	57	79	20	18	19	108	70	50	25	27	18	17	17	7	4	9	11
453	0	0	0	0	23	16	0	0	0	7	2	5	0	2	0	1	2	1	0	0	0	3	1	3	1	2	2	1	3	5	4	4	9	1	2	0	5	4	2	1	2	0
454	0	0	1	1	0	0	0	1	3	0	1	0	1	0	2	0	1	1	0	0	0	12	3	1	1	0	2	1	2	110	28	4	9	467	0	0	3	0	9	5	1	2
455	0	0	0	0	31	38	0	0	0	3	1	4	0	0	0	0	0	0	0	0	0	0	1	1	3	3	2	3	1	6	0	3	3	1	0	3	8	4	2	1	5	3
456	0	0	0	0	0	0	1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	28	20	24	2	2	3	43	16	15	6	4	5	0	2	0	0	2	1
457	11	2	3	0	11	18	2	1	0	7	4	7	3	4	3	0	2	0	0	0	0	1	0	1	7	5	5	12	15	17	27	25	9	13	8	3	20	29	23	4	22	39
458	2	0	0	0	0	1	0	1	0	0	1	0	3	7	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	2	2	2	0	1	0	3	3	8	17	20
459	0	1	0	0	2	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	9	6	7	1	2	0	2	8	5	1	0	10	1	1	0	0	0	0	0	0	0
460	102	44	111	0	0	0	0	0	0	33	14	58	0	0	0	0	0	1	0	0	0	3	3	5	0	2	4	0	28	0	2	3	1	0	0	0	0	0	0	0	0	0
461	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	118	0	0	0	0	1	0	2	0	0	0	0	0
462	243	117	159	0	0	0	0	0	0	126	38	105	1	1	0	0	0	0	0	0	0	1	1	3	4	0	4	0	0	0	1	4	5	0	0	1	0	0	0	0	0	0
463	4	1	1	0	2	0	2	2	1	1	2	4	0	3	1	0	1	0	0	0	0	1	0	0	2	0	0	2	7	5	5	6	7	2	1	0	0	0	1	1	1	5
464	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	7	7	5	6	10	9	12	12	8	1	0	0	0	0	1
465	0	0	0	0	1	3	1	1	0	2	0	1	0	0	2	0	0	0	0	0	1	14	10	5	5	0	2	6	21	11	3	3	25	2	4	5	0	0	2	3	1	2
466	6	2	4	0	1	1	0	0	0	8	4	7	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	8	9	12	25	16	23	84	59	38	1	2	0	0	1	4
467	1	0	0	0	4	4	1	1	1	0	0	0	0	3	7	0	0	0	1	1	3	13	6	10	4	2	1	17	24	17	4	6	41	0	1	1	0	4	0	2	1	0
468	33	18	14	5	12	22	1	11	4	9	7	9	3	25	16	1	0	0	0	0	1	1	1	3	26	13	30	79	84	80	66	82	64	52	44	41	205	238	153	59	224	348
469	1457	519	1017	0	23	0	0	0	0	48	48	42	0	0	0	0	0	0	0	0	0	26	7	22	3	1	1	0	0	0	15	2	8	0	0	0	0	0	0	0	2	0
470	0	1	0	0	8	11	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	2	1	0	1	3	0	1	0	0	3	1	1	1	2
471	76	47	59	0	82	292	1	2	0	162	104	318	1	11	13	22	0	19	3	0	0	5	2	7	8	3	20	3431	1666	2988	82	105	25	77	102	56	1	4	2	0	2	3
472	0	2	0	0	1	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	11	2	9	3	3	4	13	13	8	5	5	5	0	0	0	0	3	0
473	0	1	0	0	0	0	0	0	0	0	2	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	89	3	1	1	2	25	26	20	0	7	113	0	2	0
474	90	40	67	0	0	1	0	0	0	32	26	58	0	0	1	0	0	1	0	0	0	1	0	0	1	0	3	4	16	9	9	12	12	7	7	3	0	0	1	0	0	0
475	0	1	0	0	2	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9	3	10	0	0	0	8	9	2	2	1	4	1	1	0	0	1	0	1	0	2
476	1	1	1	0	5	3	0	2	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	2	0	7	6	4	18	12	9	15	10	6	1	0	0	1	3	3
477	8	4	5	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	8	4	1	40	48	19	0	0	0	0	0	0
478	158	40	63	0	9	38	0	0	0	33	11	11	32	0	0	0	0	0	0	0	0	3	8	7	0	0	2	0	1	0	2	0	0	0	0	1	0	0	0	0	0	1
479	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	1	1	1	22	12	10	0	0	0	1	1	1	0	0	4	0	0	0	0	0	1	0	2	0
480	0	0	1	0	1	1	0	1	0	3	1	2	1	1	0	0	0	0	0	0	0	0	0	1	4	2	5	2	2	2	9	4	2	0	1	1	8	10	7	8	44	58
481	3	0	0	0	0	0	2	5	2	5	2	3	0	3	1	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	8	7	4	0	3	0	1	2	1	0	2	0
482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	11	0	7	0	1	2	1	0	1
483	1	0	1	0	5	2	0	1	0	1	2	0	13	19	11	0	0	0	0	0	0	1	0	0	2	4	5	1	4	5	0	3	3	2	1	3	0	1	0	3	3	5
484	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	6	3	1	3	0	0	0	0	0	0	0	419	367	63	48	29	43	43	40	20	2	2	0	0	4	1
485	1	0	0	0	0	0	0	0	0	7	0	1	1	0	0	0	0	0	0	0	0	2	0	0	10	3	6	9	6	13	437	174	125	14	13	11	1	1	0	0	0	0
486	0	0	0	0	9	2	0	0	0	2	0	2	2	13	5	0	1	0	0	0	0	0	0	0	7	8	6	13	5	10	35	13	18	10	3	10	4	6	4	2	9	14
487	0	0	0	1	15	13	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	2	1	5	1	0	1	1	1	1	1	0	1	3	3
488	26	16	26	0	40	34	0	0	1	20	15	27	2	5	2	0	0	0	0	0	0	5	5	2	5	0	6	15	15	21	38	54	46	96	105	65	2	3	2	3	1	4
489	6	2	4	1	0	6	1	0	1	96	51	104	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	10	10	14	13	8	1	0	1	1	1	0	0	0	2
490	0	0	0	0	9	11	0	0	0	17	49	29	0	0	0	1	3	1	0	1	1	60	27	29	0	0	1	2	0	2	1	2	2	1	1	1	0	1	1	1	2	2
491	1	0	0	0	8	10	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	2	10	6	7	3	6	4	20	12	12	2	4	0	0	2	1	0	3	0
492	4	0	1	0	0	11	13	41	11	1	0	1	1	10	72	0	0	2	0	0	0	0	2	1	1	1	0	3522	2998	2648	70	94	35	129	117	48	4	29	8	5	4	54
493	1	0	0	0	1	1	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	4	3	2	8	12	25	29	19	23	18	13	20	1	5	2	1	1	5
494	2	2	2	2	0	0	0	0	0	4	0	1	1	1	0	0	0	0	0	0	0	0	0	0	7	1	4	6	1	9	11	15	6	9	1	6	1	2	3	2	2	1
495	124	46	88	0	1	15	0	0	0	11	5	8	0	0	0	1	0	0	0	0	0	6	0	3	2	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	1
496	0	0	0	0	0	0	0	0	0	12	3	9	0	0	0	0	0	0	0	0	0	139	23	84	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0
497	1	1	3	0	0	2	0	1	1	1	1	2	0	0	1	0	0	0	0	0	0	3	1	1	6	5	1	114	59	93	2	2	1	2	6	3	8	2	2	0	1	4
498	0	1	1	1	16	11	0	0	1	5	1	6	0	0	0	0	0	0	0	0	0	0	1	0	30	16	37	11	14	13	59	40	47	12	14	12	9	4	1	2	2	4
499	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	1	2	1	29	8	24	72	83	64	0	0	0	0	0	0
500	2	1	2	0	2	1	0	3	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	5	6	8	4	1	12	11	11	3	1	2	0	0	0	0	1	0
501	0	0	0	1	25	31	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	1	0	3	0	1	0	7	9	1	3	3	2	1	0	1	3	0	2	4	6
502	0	0	1	2	7	10	9	7	65	12	28	47	0	1	0	383	280	3	46	7	19	41	102	11	2283	1789	2613	66	415	1064	785	1233	831	222	51	81	3	15	8	5	17	20
503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	7
504	0	1	0	0	2	1	2	4	4	12	9	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	3	12	11	14	3	4	6	4	2	1	0	3	3
505	4	0	1	0	2	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	5	21	5	16	8	12	7	2	1	2	0	1	0
506	11	6	14	1	10	7	2	0	1	9	3	16	1	5	7	1	0	0	0	0	0	0	3	2	3	3	3	27	33	30	87	68	55	141	82	65	2	2	1	1	3	3
507	28	9	14	0	14	13	0	2	1	6	2	8	0	4	1	0	1	0	1	0	1	0	0	0	3	4	4	29	37	14	51	71	81	20	41	25	6	5	1	0	3	2
508	1	0	1	0	1	2	0	1	2	3	0	4	0	6	2	0	0	0	0	0	0	2	0	0	27	29	44	0	5	4	24	14	7	7	3	7	0	0	1	0	0	3
509	0	1	0	0	11	9	1	0	0	5	4	4	0	0	4	0	0	0	0	0	0	0	0	0	14	11	14	8	12	6	84	39	35	12	16	6	1	4	0	0	0	1
510	1	0	2	0	0	0	0	0	0	101	54	50	0	1	1	0	0	1	0	0	0	0	0	0	5	1	3	0	79	0	1	3	0	1	10	0	0	0	0	0	0	0
511	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	11	1	0	2	8	6	2	1	1	2	0	1	1	0	0	0
512	1	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	2	1	11	0	1	0	0	0	1	2	1	691	423	259	66	65	103	27	18	15	1	1	2	0	1	0
513	0	0	0	3	0	3	0	0	0	21	6	18	2	0	1	2	4	0	0	0	0	0	0	0	22	1	3	0	10	48	7	1	2	0	0	0	0	0	0	1	0	0
514	0	0	0	1	5	14	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	2	1	1	4	2	3	0	1	2	4	3	1	1	1	2
