ID	3.1-4.2_2.76.1	3.1-4.2_2.76.2	3.1-4.2_2.76.3	3.1-4.2_2.05.1	3.1-4.2_2.05.2	3.1-4.2_2.05.3	2.42.1_MERGED	2.42.2_MERGED	2.42.3_MERGED	2.24.4_MERGED	2.24.5_MERGED	2.24.6_MERGED	3.1-4.2_2.14.1	3.1-4.2_2.14.2	3.1-4.2_2.14.3	2.29.4_MERGED	3.2-4.1_2.28.1	3.2-4.1_2.32.1	3.2-4.1_2.30.1	3.2-4.1_2.33.1	3.2-4.1_2.31.1	2.27.4_MERGED	2.27.5_MERGED	2.27.6_MERGED	3.1-4.2_2.03.1	3.1-4.2_2.03.2	3.1-4.2_2.03.3	2.16.1_MERGED	2.16.2_MERGED	2.16.3_MERGED	2.45.1_MERGED	2.45.2_MERGED	2.45.3_MERGED	2.46.1_MERGED	2.46.2_MERGED	2.46.3_MERGED	2.41.1_MERGED	2.41.2_MERGED	2.41.3_MERGED	2.48.4_MERGED	2.48.5_MERGED	2.48.6_MERGED
671	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	6	8	8	1	1	0	6	6	4	4	4	3	0	3	2	0	3	2
672	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	4	0	14	14	12	64	69	51	2	0	0	0	0	0
673	0	0	0	2	13	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	13	0	0	0	0	0	0	0	0	0	1	0	571	914	868
674	4	3	3	0	7	12	2	0	0	9	2	8	0	2	3	0	0	0	0	0	0	0	0	0	4	2	6	8	2	2	14	6	10	5	5	3	0	2	0	0	2	0
675	2	2	0	0	0	2	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	7	7	3	2	3	0	4	3	0	0	0	1	0	1
676	0	0	0	0	1	2	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	3	3	5	1	0	0	6	13	4	0	5	18	0	0	0	0	0	1	1	0	0
677	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	18	18	6	50	92	119
678	1	0	1	0	4	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	2	1	9	6	5	7	7	7	0	0	0	0	0	1
679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	11	38	48	21	32	0	0	0	1	0
680	1	0	0	0	1	1	1	0	0	2	0	1	5	11	4	0	0	0	0	0	0	1	1	2	0	1	0	2	1	4	6	17	10	7	8	9	0	0	0	0	1	0
681	461	193	230	0	0	55	0	0	0	27	3	13	0	19	8	0	0	0	0	0	0	16	7	12	2	0	1	2	0	0	5	1	4	0	0	0	0	0	1	0	0	0
682	0	0	0	0	0	1	0	0	0	3	0	0	1	3	4	0	0	0	0	0	0	0	0	0	1	0	0	3	5	2	16	13	27	1	0	0	0	0	0	0	0	0
683	0	0	0	0	0	1	0	0	0	14	6	20	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	36	4	0	2	0	0	0	0	0	5	7	1	0	1	1
684	4	5	1	0	4	5	8	8	0	18	9	8	2	3	2	0	0	0	0	0	0	0	0	0	1	0	0	13	11	13	32	21	12	4	3	3	6	4	5	3	8	8
685	0	0	0	0	3	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	5	5	2	2	8	6	0	0	4	129	198	110	10	35	76
686	1	0	0	0	4	2	2	1	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	3	3	0	1	6	9	2	6	3	1	0	0	0	0	0	0	1
687	2	0	0	0	1	1	3	2	3	7	3	2	0	1	0	0	5	0	0	0	10	0	0	1	36	19	21	179	114	78	441	896	721	57	40	38	55	96	60	0	79	87
688	0	1	1	0	19	24	0	1	0	0	1	4	0	1	2	0	0	0	0	0	0	0	0	0	3	2	0	5	2	2	5	4	4	2	3	0	1	3	4	1	2	4
689	0	0	0	0	2	3	0	0	0	3	1	4	1	2	4	0	0	1	0	0	0	0	1	0	3	0	3	2	2	8	188	93	59	14	7	6	1	6	1	0	0	0
690	4	0	0	0	0	1	0	0	0	1	2	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	3	6	6	4	2	1	2	1	0	1	3	1	2	2	1
691	0	0	0	0	20	9	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	3	3	57	0	0	0	0	0	1	19	0	10	0	0	1
692	0	1	0	1	0	0	0	0	0	0	16	1	3	0	1	4	2	6	0	0	0	1	0	0	15	8	26	27	199	101	2	2	10	2	2	6	0	1	0	0	0	0
693	3	1	1	0	1	12	1	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	7	9	8	23	25	23	17	15	14	0	0	0	1	0	1
694	8	9	4	0	6	3	0	4	1	7	7	5	0	3	7	3	1	2	1	0	0	3	1	2	16	5	15	8	13	15	13	16	15	21	12	10	17	17	13	8	17	40
695	4	3	0	0	3	5	0	2	0	3	1	2	2	10	7	0	0	0	0	0	0	1	0	0	3	1	0	7	6	4	23	14	12	15	11	5	2	3	0	1	2	0
696	1	0	3	0	1	0	0	0	0	17	3	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	2	1	2	0	0	0	1	0	0	0	0	0	0
697	0	0	0	0	0	0	1	0	0	55	57	31	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	24	1	6	1	0	0	1	0	0	0	0	0	1
698	2	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	2	0	0	0	1	1	0	0	5	6	6	21	14	18	9	7	15	1	3	2	2	1	1	0	2	0
699	23	12	16	0	18	20	5	19	19	13	15	10	14	16	20	0	0	0	1	0	0	2	0	0	16	12	10	74	93	108	135	144	138	140	112	112	12	19	24	5	9	34
700	3	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	2	3	0	0	0	6	7	8	2	39	56
701	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	4	1	2	0	2	0	15	22	17	0	7	1
702	1	0	0	0	4	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6	3	2	5	4	8	2	2	1	0	2	0	0	0	0
703	0	0	0	0	0	0	0	0	0	0	1	8	0	3	1	1	10	2	0	0	6	0	0	0	0	3	1	194	652	73	5	11	1	21	22	11	0	3	0	0	0	0
704	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	19	43	0	0	1	0	1	0	0	0	0	1
705	17	9	6	0	25	45	0	3	1	55	22	92	0	4	26	0	1	0	1	0	2	10	0	1	10	10	11	3	47	109	153	264	246	53	72	28	4	3	1	1	2	2
706	3	0	1	0	29	35	0	0	0	7	3	8	0	2	4	0	0	0	0	0	0	0	0	0	7	2	7	5	5	14	34	17	20	3	5	7	2	6	2	0	8	9
707	17	11	13	0	18	19	0	0	3	6	1	4	0	3	2	0	0	0	0	0	0	1	0	2	0	0	1	5	5	15	7	9	5	4	0	2	2	1	0	0	0	0
708	1	2	0	0	0	2	0	0	0	7	12	47	0	0	1	1	0	0	0	0	0	3	1	2	0	0	4	4	2	2	1	0	2	0	1	0	0	0	0	0	1	0
709	4	2	3	0	4	3	3	4	5	15	3	15	1	2	3	0	1	0	0	1	0	5	5	2	2	0	0	14	16	7	14	21	13	19	12	3	5	8	5	1	3	8
710	0	0	0	0	0	0	0	0	0	1	3	3	0	0	0	0	0	0	0	0	0	8	5	36	0	0	0	1	157	2	0	0	0	0	2	1	0	0	0	2	1	6
711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	31	1	12	0	0	0	0	0	0	0	0	1
712	4	2	4	0	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	6	7	3	46	35	26	233	195	130	0	1	2	0	1	0
713	0	0	0	0	0	0	0	0	0	4	2	2	0	2	0	4	1	0	0	0	0	1	0	1	19	19	18	25	21	19	30	10	18	6	5	6	1	2	1	1	3	0
714	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	1	4	64	27	18	2	3	1	0	0	0	0	0	0
715	1	0	0	2	147	63	0	0	0	3	1	1	5	8	0	4	0	0	0	0	0	2	1	1	2	1	1	2	0	0	18	2	7	15	0	7	0	0	0	0	1	1
716	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	40	42	24	28	33	14	0	2	0	0	0	0
717	1	0	1	0	0	0	0	0	0	2	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	8	8	0	0	0	0	0	0	0
718	1	0	2	0	22	29	1	1	1	7	5	10	0	1	1	0	0	0	0	0	0	4	2	2	29	20	24	10	15	17	71	42	32	20	12	9	8	1	4	0	9	5
719	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	2	0	4	0	1	0	1	0	5	1	5	50	149	73	47	67	5	54	93	83	0	1	0	1	0	0
720	170	72	99	1	3	3	1	3	1	39	17	21	2	2	0	3	3	0	1	0	0	65	24	61	2	0	3	15	15	11	12	22	22	14	13	6	9	21	14	20	39	45
721	565	320	434	1	165	185	0	0	0	40	52	34	0	1	1	0	0	0	0	0	0	15	9	29	8	5	3	14	8	15	7	1	4	3	5	0	1	2	0	0	2	1
722	3	8	5	0	4	4	0	0	1	2	2	1	0	2	1	1	0	1	0	0	0	0	1	1	0	0	1	21	22	14	130	179	163	98	91	71	5	1	6	0	4	1
723	1	0	0	0	19	15	3	7	4	4	1	3	5	3	5	0	1	1	0	2	5	39	34	37	6	4	4	24	44	40	6	17	81	1	5	1	1	2	1	1	3	4
724	4	1	4	0	3	3	0	3	1	3	1	9	2	0	4	0	1	0	0	0	0	0	0	0	0	0	0	16	25	8	15	28	14	6	7	5	309	513	344	21	101	187
725	0	0	0	0	4	4	0	0	0	1	0	1	2	2	1	0	0	3	0	0	0	11	11	9	9	4	9	13	22	14	19	17	48	6	5	4	1	1	0	0	2	2
726	6	4	5	0	14	14	3	1	4	55	14	32	2	5	6	2	15	9	4	0	4	12	12	10	5	5	3	12	13	10	20	28	21	15	10	6	3	6	6	3	7	12
727	1	0	0	0	5	2	1	2	1	0	1	0	2	0	1	0	2	0	0	0	0	2	3	2	3	3	2	7	10	11	2	5	14	1	2	1	0	0	0	0	1	1
728	0	0	0	0	0	0	0	0	0	10	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
729	0	0	0	0	2	3	0	0	1	0	0	1	2	2	4	0	1	0	1	0	0	2	2	0	0	0	1	2	7	12	4	1	12	1	4	2	1	0	0	1	0	0
730	0	0	2	0	1	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	6	2	8	12	10	38	33	26	1	0	1	0	1	1
731	0	0	0	0	1	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	6	1	4	13	8	6	10	6	7	1	1	0	0	0	2
732	0	2	1	0	16	11	1	0	2	3	5	6	0	1	0	0	0	0	0	0	0	1	1	1	18	13	23	4	5	5	53	28	29	11	11	10	8	9	1	1	1	2
733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	44	153	100
734	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	3	1	0	0	0	0	2	1	4	13	24
735	10	0	7	0	2	3	2	0	1	2	3	8	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	13	2	10	5	7	7	3	4	1	0	0	0	0	0
736	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	49	59	1	7	4	0	1	0	0	0	0
737	14	4	7	0	11	11	0	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	5	8	6	10	6	4	10	10	2	2	2	0	0	0	0
738	0	0	0	0	2	2	0	2	0	10	4	4	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	1	1	3	5	5	3	0	1	0	0	0	0	0	3	0
739	0	0	0	0	0	0	0	0	0	22	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	8	2	0	2	1	2	0	3	0	0	0	0	0	1
740	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	175	3	748	0	4	34	11	6	11	0	1	0	0	0	1
741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	8	0	0	1	0	0	0	0	0	0	0	0	0
742	0	0	0	0	1	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	5	2	18	163	21	1	6	5	2	2	4	1	1	0	0	0	1	0
743	1	1	0	1	15	16	1	1	0	6	2	2	0	2	3	0	0	1	0	0	0	0	0	0	4	3	3	6	4	3	15	10	6	4	2	6	5	3	3	0	2	2
744	0	1	0	0	12	17	1	1	2	4	0	4	2	3	4	1	0	0	0	0	0	1	3	4	10	5	5	11	18	15	16	12	29	3	9	3	1	4	1	2	2	2
745	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	5	10	8	11	7	10	10	0	1	1	0	0	2
746	2	0	1	2	94	115	1	3	0	17	11	17	1	4	4	2	2	0	1	0	0	2	3	2	18	13	29	17	17	20	75	41	48	15	17	10	18	15	10	2	20	23
747	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	2	4	1	5	5	10	5	4	2	4	1	0	2	0	0	3	0
748	1	1	0	0	2	0	1	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	2	4	13	12	8	12	7	8	1	0	0	0	0	0
749	1	0	0	0	0	0	0	0	0	3	0	1	0	0	2	1	0	0	0	0	0	0	0	1	12	8	5	4	5	1	61	29	18	8	3	1	1	3	0	1	1	1
750	1	1	0	0	0	1	1	1	0	1	2	1	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	11	9	4	8	14	8	9	8	3	1	3	1	0	2	2
751	23	10	10	1	22	24	2	4	1	31	11	13	2	16	19	2	13	4	2	0	0	24	15	19	12	17	25	83	104	75	565	310	259	98	73	67	20	27	19	14	25	28
752	14	9	19	0	17	0	0	0	0	23	5	8	0	1	0	4	0	0	0	0	0	4	4	12	1	0	0	0	1	1	9	1	1	0	0	0	1	0	0	0	0	0
753	0	0	0	0	0	2	0	0	0	0	0	0	8	14	7	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	1	4	2	0	0	1	1	5	2	0	1	2
754	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	2	2	1	104	49	26	5	4	4	0	0	1	0	1	2
755	3	0	1	0	2	2	0	0	0	1	1	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	5	8	8	8	25	11	10	0	1	0	0	0	0
756	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	57	1	57	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
757	0	0	1	0	3	3	0	0	0	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	6	2	4	3	5	2	8	6	6	0	3	0	0	0	3
758	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	26	44	17	8	0	59	34	31	1	1	0	0	3	5
759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	52	105	54	218	108	53	0	3	0	0	0	0
760	4	3	1	1	24	22	4	3	3	9	7	9	1	4	3	1	0	0	1	0	0	0	0	0	47	33	55	25	36	25	111	67	60	30	27	26	6	12	4	1	5	7
761	4	0	0	4	219	274	0	1	0	93	30	40	4	1	1	1	0	1	0	0	0	27	6	22	3	1	0	51	23	11	42	16	16	2	0	1	0	0	0	0	0	1
762	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	3	2	2	2	3	2	175	86	37	16	10	6	0	1	0	0	1	1
763	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	7	13	9	0	1	1	20	9	12	3	2	1	0	0	0	0	0	3
764	0	0	1	0	1	0	0	0	0	1	0	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	37	19	13	7	2	1	1	0	1	1	1	3
765	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	11	0	10	23	6	11	0	0	0	0	0	0
766	21	23	16	0	6	6	1	2	0	9	1	6	3	3	2	0	1	0	0	0	0	9	2	3	2	2	2	11	17	9	20	18	12	21	19	6	7	9	3	3	15	22
767	42	21	35	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	2	2	1	1	1	0	0	1	0	1	0	0	0
768	1	0	1	1	1	7	0	1	2	0	1	0	1	4	0	0	0	0	0	0	0	14	12	22	2	4	0	16	24	18	3	9	52	1	5	3	1	0	0	2	0	3
769	2	0	0	1	2	4	0	0	0	13	17	27	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	58	2	52	66	82	33	10	15	6	2	0	3	0	1	0
770	1	0	1	0	5	5	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	9	5	4	2	3	2	38	29	17	8	7	7	2	3	1	0	0	1
771	0	2	0	2	109	131	0	1	0	16	7	23	0	3	1	1	1	0	0	0	0	1	3	1	7	9	8	8	5	18	19	20	17	9	8	8	6	17	11	2	24	35
772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	1	7	12	6	0	0	0	0	0	0
773	0	2	0	3	6	4	2	1	4	0	8	4	34	91	36	0	0	0	0	0	1	0	0	0	0	1	0	19	28	10	13	29	13	3	4	1	2419	2584	1682	665	2457	3585
774	4	3	6	1	9	7	8	17	21	32	14	25	0	5	4	0	0	0	0	0	0	1	1	1	0	0	0	22	13	11	50	56	42	17	16	10	3	4	4	1	0	4
775	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	7	6	0
776	4	5	4	0	3	1	0	1	1	7	2	7	0	4	1	1	0	0	0	0	0	1	0	0	0	1	1	11	11	12	2	4	6	2	3	4	1	3	2	0	1	1
777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	4	62	36	0	291	317	269	0	0	0	0	0	0
778	1	0	0	2	28	23	1	0	1	7	3	4	0	3	0	0	3	0	0	0	0	3	2	1	6	2	7	4	5	7	20	14	14	4	3	0	1	2	1	1	5	10
779	103	45	82	0	0	0	0	0	0	141	41	211	0	0	0	0	0	0	0	0	0	9	3	6	5	3	8	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0
780	4	0	4	1	5	8	0	1	0	3	3	6	2	2	1	0	1	1	0	0	0	0	0	0	1	0	0	5	4	0	14	11	12	59	41	34	3	0	1	0	0	1
781	2	0	1	0	2	2	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	29	23	9	11	19	16	9	14	9	0	2	2	0	0	0
782	1	0	0	3	6	2	11	4	10	1	1	10	0	0	1	1	12	0	7	0	0	6	0	1	4	5	3	2	52	118	532	278	502	93	49	56	7	1	4	0	0	1
783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	2	0	0	0	0	0	5	5	6	1	0	1	1	1	1	0	0	0	0	1	0
784	19	15	16	0	21	21	0	2	0	6	3	4	0	3	2	0	0	0	0	0	0	2	1	0	1	2	3	7	3	3	5	6	8	1	3	2	12	10	5	2	10	18
785	3	0	4	0	29	34	1	2	0	27	5	12	2	2	4	0	0	0	0	0	0	0	1	0	0	2	0	7	9	4	14	13	11	13	6	4	4	3	1	0	1	2
786	0	0	0	0	25	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
787	3	1	2	0	2	0	0	1	0	7	5	7	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	8	8	11	42	41	46	40	29	17	0	4	2	0	0	1
788	0	1	0	0	0	2	5	2	4	6	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	4	1	9	7	6	2	1	4	2	2	0	0	1	1
789	0	0	3	0	0	0	0	0	0	59	48	151	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	0	0	1	2	1	5	0	0	0	1	0	0	0	0	0
790	0	0	0	0	16	7	0	0	0	5	3	6	0	0	0	2	4	1	1	0	0	0	2	1	2	3	3	1	1	3	2	2	1	0	3	2	2	4	3	1	3	12
791	2	1	0	0	1	2	0	0	0	5	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	6	1	1	6	5	2	12	13	9	4	10	7	14	13	23
792	0	0	0	0	2	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	16	5	10	0	2	1	1	0	0	0	1	1
793	3	2	1	0	1	3	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	5	1	7	6	0	2	1	1	1	0	0	1
794	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	56	1	1	24	40	31	114	72	82	0	1	0	0	0	0
795	0	0	0	0	5	1	0	0	0	0	1	3	1	1	1	0	0	0	0	0	0	0	0	0	9	11	16	1	2	4	21	12	6	7	4	1	2	1	1	0	2	1
796	1	0	1	0	12	17	0	0	1	2	2	2	0	0	1	0	0	0	0	0	0	1	0	0	10	7	10	4	8	4	20	17	8	3	5	3	0	1	0	0	2	0
797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	19	38	5	4	59	40	46	0	0	0	0	0	0
798	33	13	19	4	82	86	6	10	3	42	16	29	2	7	5	2	3	2	1	0	2	7	2	4	18	19	17	49	68	49	67	75	67	25	29	33	22	26	12	2	16	32
799	0	0	0	0	2	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	5	2	5	9	9	5	12	14	5	11	9	3	1	2	0	0	3	1
800	0	1	0	0	12	7	0	0	0	3	3	5	0	0	0	0	0	0	0	0	0	0	0	5	0	1	2	4	2	4	13	13	17	4	2	6	5	6	1	1	3	6
801	1	2	2	0	4	1	0	4	3	1	0	0	0	1	0	1	0	0	0	0	0	2	5	6	28	30	37	5	7	11	58	57	34	15	12	8	1	3	1	0	1	5
802	2	0	2	0	0	1	0	0	0	2	1	2	0	4	1	0	0	0	0	0	0	0	0	0	4	2	4	4	6	3	5	19	3	4	5	1	1	2	0	0	1	0
803	0	0	0	0	0	3	2	0	0	1	0	0	0	8	2	0	1	0	0	0	0	1	0	0	0	2	0	140	6	192	319	189	92	116	130	61	0	0	2	0	0	1
804	0	0	1	0	0	0	0	0	0	0	3	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	85	82	27	3	0	1	0	0	0	0	0	0	0	0	0
805	0	0	0	0	4	3	1	0	0	4	1	3	2	0	1	0	0	0	0	1	0	4	0	3	6	2	5	3	5	8	14	12	13	3	7	1	0	0	0	0	2	1
806	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	91	2	121	0	2	0
807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	34	72	56
808	0	1	0	0	0	1	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1066	234	275	1	3	3	14	1	8	0	0	0	0	0	0
809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	5	53	3	0	1	0
810	1	0	1	3	8	9	10	12	10	2	0	2	1	2	2	0	6	13	13	1	1	94	43	88	10	3	22	899	878	779	3597	4237	3799	3953	3767	2848	193	279	41	10	6	39
811	0	0	0	0	0	1	3	5	0	2	4	3	0	3	2	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	5	8	3	1	0	1	0	0	1	2	0	0
812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	6	7	12	20	19	135	142	118	0	0	0	0	0	0
813	3	0	2	1	5	5	12	10	7	17	10	12	0	6	3	0	0	0	0	0	0	1	0	1	0	0	3	12	15	12	17	28	30	12	5	6	2	8	2	2	6	5
814	2	2	1	0	3	7	1	0	0	4	6	8	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	4	10	5	7	4	9	6	3	2	0	2	0	1	1	3
815	0	0	0	0	0	0	1	3	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	1	8	0	7	2	2	0	2	6	0	0	0	0	1	3	1	0	1	0
816	0	0	0	0	25	5	0	0	0	13	5	8	49	63	49	0	0	0	0	0	0	17	2	12	0	0	0	7	3	2	16	5	9	4	4	4	0	3	0	0	1	2
817	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	68	27	77	0	0	1	0	1	0	1	0	3	0	0	0	0	0	0	0	1	1
818	0	0	1	0	6	5	0	0	1	1	2	3	0	1	1	0	0	0	0	0	0	6	0	2	5	0	1	16	7	3	4	11	4	2	4	2	0	1	0	0	0	0
819	0	0	1	0	4	4	0	0	2	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	2	4	2	7	6	5	5	11	12	1	1	2	0	3	5	0	2	3
820	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	0	0	0	0	0	79	71	49	8	14	21
821	1	0	0	0	0	0	1	3	1	6	2	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	4	6	5	8	3	2	0	0	4	0	1	0	0	1	0
822	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	6	47	11	203	176	94	0	1	0	0	0	0
823	2	1	7	0	2	2	0	0	0	2	1	3	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	337	175	247	45	185	237	119	166	119	1	6	4	0	0	0
824	0	0	0	0	0	0	0	1	3	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	58	26	56	2	3	1	16	15	3	2	2	5	0	1	1	0	0	0
825	0	0	2	0	0	0	0	0	0	14	24	5	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	2	2	4	3	0	1	1	1	1	0	0	0	0	0	0
826	3	1	2	1	5	0	2	1	0	3	1	2	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	5	7	7	7	13	13	13	12	8	6	8	1	0	2	3
