OTU	SHA1	Superkingdom	Phylum	Class	Order	Family	Genus	Species
872	dcea040412e0afc4c04547e6d36f090faf478ed0	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Taibaiella	Ambiguous_taxa
873	dd1075a621a168868fb9992218913b3857ff5dea	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	uncultured soil bacterium
874	dd4cb18904183c7fac3182b6392be1f3f50f31dd	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured bacterium
875	dd4faf59f37993745a797205ece14cf6357b68e4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter sp. P064
876	dd5f1b0560820d66c2ab8a8cad3fbe7ef7862f76	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	1174-901-12	Ambiguous_taxa	Ambiguous_taxa
877	dd7647d78f664f288e91a81624e2527d4daaa59b	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Ambiguous_taxa
878	dd97bc8a50cd6023e5e39634c16b4fec26828082	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS 17	uncultured bacterium	uncultured bacterium
879	ddb5b8e621fda56acc6bf63da15b184a1b947329	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Candidatus Nostocoida	Candidatus Nostocoida acidiphila
880	ddd43ea3838340e2bf84c08e409a994a2c05a88e	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	uncultured bacterium
881	dddef01fdf6f360eaf7a993e85e475e41b174501	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Ambiguous_taxa
882	de27693c560a34d58e8e6cf62e4e1af4b2da20b0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Ambiguous_taxa	Ambiguous_taxa
883	de5bf787938df7c0e8dfe8d618cc3528e97e1253	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Ambiguous_taxa
884	de9aff8083e308f7540e9b07a9fff4d2e876e776	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Zoogloea	Ambiguous_taxa
885	deacef4c68ca06c030d940284cf417c2b97fc6fa	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Paucimonas	Aquaspirillum sp. HMF2936
886	deed2980fb5fb6b19821814edfd1a0cb8cea80c5	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	uncultured	Ambiguous_taxa	Ambiguous_taxa
887	df726be4f0d9eff60edd37e8a6b41fec60759945	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum	uncultured bacterium
888	df9e24858b6252a5da4f0c2288e5fe5ca6543f33	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	uncultured bacterium	uncultured bacterium
889	dfb38587645ccb8570ceed4169bd493b3fbe81c3	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Ambiguous_taxa
890	dfe2defeb7f454d34d302ca12e36517a786dbd8a	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	uncultured bacterium
891	e083504fdb2cc479c38047f90fa3dd4d3fb2f6a1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ambiguous_taxa	uncultured bacterium
892	e08cf53f11f19821a4bd1d13c517b4de29845a0f	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	uncultured	Ambiguous_taxa	Ambiguous_taxa
893	e115dd24638ee645e0ce1a5c8d54599dd4c996c6	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus acidicola
894	e1551cca723f6f58b22da49bc6ac9d7bd2d16b18	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	uncultured bacterium
895	e168364bf179d6386e6f6d9a0b1caad770fb6754	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	uncultured bacterium
896	e1f098940b106b06fc090783772c4da0b7da269d	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Blattabacteriaceae	Candidatus Sulcia	Candidatus Sulcia muelleri
897	e2126f50a8a83026d6592ba7b840e5db0aa9f422	Bacteria	Proteobacteria	ARKICE-90	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
898	e21689c87c86dfd2d3856763865e73bec7dd92d9	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	uncultured	Ambiguous_taxa
899	e23eeaf434c421d479d7b9621c77c08123c24984	Bacteria	Planctomycetes	vadinHA49	uncultured Antarctic bacterium LB3-13	uncultured Antarctic bacterium LB3-13	uncultured Antarctic bacterium LB3-13	uncultured Antarctic bacterium LB3-13
900	e2569279285e5feb96672446001f88ed314aa2a5	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Ambiguous_taxa
901	e287d608e2cbd74f35d1f3f9e254d4011dbe777f	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	uncultured bacterium
902	e305b8a498191d25e12805b21789b8e89207cb9c	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
903	e374ffd2b1f4a0006733c302f9cc4b916b83cff5	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	uncultured	Ambiguous_taxa
904	e3beda5469410b83aa4b99c166b03348f54d8d8c	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	uncultured bacterium	uncultured bacterium
905	e3e378e1a9a3083d184177d7a2a181a2f1c4a5be	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	uncultured Streptococcus sp.
906	e442238adfc76b407c1dc62cfa9d632b98e0073e	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
907	e46c31c959271be412ba8c321e1e302b3849b24f	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia sp. A49
908	e4a65c360cca5be8225b54a75091f8dcf3eabb80	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Ambiguous_taxa
909	e4b24ea858ff5371d7d993b69ce197ce221fc97b	Bacteria	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
910	e4d693a60096cd8d9c8a54bce47fbd8c6560f964	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	Pantoea sp. FL9
911	e5240723dfa10c05182a96b6dad3a7685a3187da	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	uncultured	uncultured Bacteroidetes bacterium	uncultured Bacteroidetes bacterium
912	e535633665291d577fb7557a5dee66dba410d914	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	Ochrobactrum sp. CGL1
913	e642a467a195b454263cd1ca4761d691a6bd1d75	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	uncultured bacterium
914	e661254c754f12e58083fe5ee74b5a37ba3f1d83	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	uncultured bacterium
915	e66ac133e2de8810369befffff9f39f4f9844800	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	0319-6M6	Ambiguous_taxa	Ambiguous_taxa
916	e68a8952be7aa58bb42c625aaf20e566ad1100d6	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia	Ambiguous_taxa
917	e6b3ff86fb6299768fd32d0fc95b39472b611c36	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Ambiguous_taxa
918	e6fe09152d2760cb5ec38b60c75467febf645cd9	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Ambiguous_taxa
919	e6ff34e91fafd03f06f265665a1745fc8a611d08	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
920	e71c0ef6e1cefd427508471b5f556239fafda10a	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	uncultured bacterium	uncultured bacterium
921	e7c0df8529c8d49f51cef8ce78869c7078e1192a	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured bacterium
922	e7c14a36c53c1534652baae0675e4a283cfe2f4f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisoma	Ambiguous_taxa
923	e7d506c916e7d33de72cdc16dc1a223455c22ebc	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	Ambiguous_taxa
924	e809b9fe34eddb79342354b81d88c45daa238366	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Lysinimonas	Ambiguous_taxa
925	e84692c069cfddcfb6524a0f68b3f3638b08e096	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
926	e882a98a75e229ea71bd3467a227f5075f490a21	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Paucibacter	uncultured bacterium
927	e8c494cf57f26b1d3a69051cc59895b5f6eaaed3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	uncultured	uncultured bacterium
928	e91dd03a24be8e2c46a7219700b8196b600dbd41	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	uncultured bacterium	uncultured bacterium
929	eac6d27d4db63275b63c8c096bde81ed0286e63c	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Ambiguous_taxa
930	eae9fa9e90326604432501ee35f2cb759efaf06f	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia-Shigella	uncultured bacterium
931	eb04f71088714ee128753c7b6bbd43ffca9963e1	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	uncultured bacterium
932	eb2fccdf33ce6291c70f7b696427310045857bd5	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	uncultured bacterium
933	eb49261ca2ddde001e40daa911537289a65023be	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	uncultured bacterium
934	eb66127469d83fc20512b52e85b7d30f9ec9352f	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc mesenteroides
935	ec35db87fe2766e710873eda6ea3eddd74df32b1	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter	uncultured bacterium
936	ec4f7380adf3d4810a3c887efe01a7f65948913f	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
937	ec61280c3282eb2154c881656ae01ced26760289	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Ambiguous_taxa
938	ed154834dbb6c71f0561b6dff9b65a8e06d1b280	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	1174-901-12	Rhizobium sp. SC-11	Rhizobium sp. SC-11
939	ed384d1f5608e2ca13a9079b9bc8567d9a9c403a	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	TM146	uncultured bacterium	uncultured bacterium
940	ed6e35823d439616a8e1c1a55e2207d2dfd4439b	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Rhizomicrobium	uncultured bacterium
941	edfef151caf558cfdca48cbfc884d54ae815a020	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	Ambiguous_taxa
942	ee010af40701ee49c185bdf9454ca5465f40bb7e	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Ambiguous_taxa	Ambiguous_taxa
943	ee2e911ce3eaf77072ce274bbf74f7ea6491f0e3	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Ambiguous_taxa
944	ee695bc581f0f81d77149b5953b704347f473bd1	Bacteria	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
945	ef742d67627d5c7e186bb6a93d9bfaa835cb80a5	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Tahibacter	uncultured bacterium
946	ef803900ee8ad8a372f9ee0c82b4a68530a9cd6a	Bacteria	Verrucomicrobia	OPB35 soil group	uncultured Verrucomicrobia bacterium	uncultured Verrucomicrobia bacterium	uncultured Verrucomicrobia bacterium	uncultured Verrucomicrobia bacterium
947	ef8d9b24c77d0a9a03565fdd254cfe353d86408b	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	uncultured bacterium
948	efb4550d1eb18de50b39c8ad33bbfc51b4f707ed	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Ambiguous_taxa
949	efe43919a3adb8b81cfae66fbac6a8633dd14ee4	Bacteria	Verrucomicrobia	OPB35 soil group	bacterium enrichment culture clone auto10_4W	bacterium enrichment culture clone auto10_4W	bacterium enrichment culture clone auto10_4W	bacterium enrichment culture clone auto10_4W
950	f054a6550ec3f307d5fd8c61ecda3c8639f27486	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	TM146	uncultured bacterium	uncultured bacterium
951	f073ee684047b3247b08d27fc34f00319485f0c7	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pirellula	uncultured bacterium
952	f15167c367b29f91d07abc121070481d1d10dbf8	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
953	f152bcee1958e387d9e971131d38b716996a4434	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	Hymenobacter sp. I/74-Cor2
954	f17ca4f7ded47883da26139e2731aaf0862b6128	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	1174-901-12	Ambiguous_taxa	Ambiguous_taxa
955	f1cddc27bcada549205ae15c1a69871f576ee356	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	uncultured	iron-reducing bacterium enrichment culture clone FeC_1_E2
956	f20232a8a33baa467907822a8ffe3cc0eb933477	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	uncultured microorganism
957	f22b782d3986a263c795f3dd5cdde1cf958fd6c0	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
958	f25379a4dfdbbc6841ce15b827eaa32ae565eef6	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Minicystis	uncultured bacterium
959	f25cea42f3f26b04b62797009b2bd82e61c59c85	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	uncultured bacterium
960	f2af71892be9bbf20e3948e84a26e0c62664bdb0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Rhizomicrobium	Ambiguous_taxa
961	f2d20d8e951db26acf3af204ffcfd296ccf60370	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	uncultured bacterium
962	f2e1d8a11d65e67eed784b4d180208c6e40383c3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	uncultured bacterium
963	f51795354a0f197d6188777485a66dbd021be7dd	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Ambiguous_taxa
964	f53a58547daa666fd23b0d7acaf02a2fc559ce40	Bacteria	FBP	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
965	f5c93d841df6370a449d6860705c0bfc86d70242	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured delta proteobacterium
966	f6111280406928e18785af03ec870ffaa18cb89a	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Ambiguous_taxa
967	f6154ec523a34100e442dca9890d22815d152ef0	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Cytophaga	Ambiguous_taxa
968	f6a913dbb6829bfe81424677cd176b82f8175363	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineococcus	Ambiguous_taxa
969	f6bb12083ffc4dea26336625a8f692c9d96992d7	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	uncultured bacterium
970	f70dad4d666ffc726107687c10854f0cae7eada0	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Ambiguous_taxa
971	f72e79617a62a3d4ee9b8cae3814715c4065fb23	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Aureimonas	Ambiguous_taxa
972	f76e24ba735453e321114b347c527094b623bcf4	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	uncultured bacterium	uncultured bacterium
973	f7b47a007e5a94b23ae367f9533143189709a9cb	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	uncultured	uncultured bacterium
974	f7d0f54aa132296fb6d1eb65333762083434e4eb	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
975	f7ee896b23b3c0838c9f33e689c475d3f7c9f7d1	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Iamia	uncultured bacterium
976	f7f3b6505b7d731318c8549b51cef039483d3955	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Ambiguous_taxa	Ambiguous_taxa
977	f823db82140385d79a601e329a8ea1435d4b6514	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	uncultured	Ambiguous_taxa
978	f85cff139d06ed4a9192578fa5d2f7120b31aa5b	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	uncultured	uncultured bacterium
979	f889cfca7ed78fd9c7c19970d27cc792c3a71d44	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Ambiguous_taxa
980	f89046ee8f6a13f108c9bbbf8ed17636c5b6ec29	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	uncultured bacterium	uncultured bacterium
981	f8ab8d4b29baa85be19db7ae7047fc3185835fb3	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Ambiguous_taxa
982	f90b748024705b25d5c69b85442e52acafee9f67	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Variibacter	uncultured bacterium
983	f917fe134263327b39cac5cd444a101e54792a1e	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dyella	Ambiguous_taxa
984	f94029fc1958cf511ce81265c808d9737cb2b665	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	uncultured bacterium	uncultured bacterium
985	f9492fb9135e72bd63c253487d60cb9bdeee09df	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. MK28
986	fa07cda66ba5af9f3d6cec4003bfc6ab29a4f2e3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Ambiguous_taxa
987	fa177c8eb68ad5c7d8d36eaf99ab58f9db1243b3	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	uncultured bacterium
988	fa3d03d76029c496dba80534d2292edb9ddf9bea	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	uncultured bacterium
989	fa76a01b79f9c985241f963da5b75104cd743930	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	uncultured bacterium
990	faa62409045ed894d605125d03a13fc6dc59bc15	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	uncultured bacterium
991	facd6a9498514fa081cb6ec4b52ecc34623bdfd5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	uncultured	uncultured proteobacterium
992	fb3bec0908b464228c5306876340c3a76fb61c2a	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	uncultured bacterium
993	fb6171e88d228e874ef2830574d77618b65ee1dc	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS 17	uncultured bacterium	uncultured bacterium
994	fbae8c480c6d7352b47c2e6682b0cf9cbf227187	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Ambiguous_taxa
995	fbafcb11cd40309da5307335e49fb2ae72451530	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida
996	fbe5c3b41cdc5ea6bea429d66e672a830d7356d1	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Terriglobus	Ambiguous_taxa
997	fcaf2e19e71f613cd52c8e1289ba02285a144103	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	GKS98 freshwater group	uncultured beta proteobacterium
998	fd284e233893557775e54d4ddce35a86d982fbc1	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	uncultured Mucilaginibacter sp.
999	fd2e403395fcfb829db4a76b0c79a5eb6cbf292f	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured Solirubrobacter sp.	uncultured Solirubrobacter sp.
1000	fd64bfb7dc382d98e9cc212221af547de44d9fb1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	uncultured bacterium
1001	fe07ebf70388ec8070737f93e50c12a3cec36efe	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	uncultured bacterium
1002	fe7bf29453cc134d7276816ce818e19b7713cc9a	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	uncultured bacterium
1003	fea19d3296aa744e82c5c9aba246658dda755e73	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Nevskiaceae	Alkanibacter	Ambiguous_taxa
1004	fec28b519a397b2304ff3a2d5f67b8d399704c16	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Cytophaga	Ambiguous_taxa
1005	fee0cfb797aad7228e16b899ab4934b38501514a	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum	uncultured bacterium
1006	feebfa55c6fd38fae89fe09d5060f00b3dea6be2	Bacteria	Verrucomicrobia	OPB35 soil group	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
1007	ff3f9127044ab80d5dbe4d1ffe62f553c53fcf4c	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ambiguous_taxa	Ambiguous_taxa
1008	ff7a26ec878bf9b5217dfcb44acbda895f0f791a	Bacteria	Chlorobi	Chlorobia	Chlorobiales	OPB56	uncultured bacterium	uncultured bacterium
1009	ffb0ac940352aee4548f1a358de4938353b7796d	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Ambiguous_taxa
1010	ffca992f7230da542b2acf9f140694baec034922	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	uncultured Streptococcus sp.
