OTU	SHA1	Superkingdom	Phylum	Class	Order	Family	Genus	Species
1	001247a59e655b9c5d1e5ed1bdf1e9dc928e4c43	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	uncultured Bacteroidetes bacterium
2	007d70303b8f2915ba4b33cc52223ef98bff2584	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	uncultured	uncultured organism
3	0096e05f3853fc4cbd33a3183ac762b623ab66b3	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Dinghuibacter	Dinghuibacter silviterrae
4	017b5caf8747a779fca6340454b794b27958eb10	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	uncultured	uncultured bacterium
5	018534d589fdb950135e20c0eedfe514c5e7bd01	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Ambiguous_taxa
6	0199eaad4b9b07e631c95d601731a48b992bb90e	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Vogesella	Ambiguous_taxa
7	02372c097ab98cfd7ec967acdcb5b6ad712c40be	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	bacterium enrichment culture clone auto123_4W
8	027db13e2b2f8a1ba552dd405504ce5389c9fac2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Asaia	Ambiguous_taxa
9	0354cc42ae7a56f37f88cbe2884c3a64c757e34a	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	Ambiguous_taxa
10	038b88f78ac69ebd890f65dffc4c3e67696dc560	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	uncultured	uncultured bacterium
11	03f20eb9f6b41dadee53512836cf8b90ae33c25d	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas	uncultured bacterium
12	03fd41d2d6aa8de50a69eb71fff2b74b18aac90a	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Ambiguous_taxa
13	03fdb6f5b02124e4efa13108d41e66dfb472de41	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Ambiguous_taxa
14	04aee32926f081540e64e9261bd21c4e323f8585	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	uncultured bacterium
15	05548c5e3d99f32abf37b9d4f69132b976ed3675	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis	Ambiguous_taxa
16	0629b5e7dccf026bae1016841dcdbfa7f42191b9	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured bacterium
17	064d92ba17ad4e577eece2f2d77679f8f977d5d3	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Ambiguous_taxa
18	06f735d21b7466ee8e0fdc39ed13a8f0481248ff	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	Ambiguous_taxa
19	079841f179dec8d85dac783373dd0ddf7b66a590	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Sphaerotilus	Ambiguous_taxa
20	07cdff5c770721e149ddd985f10111c29667abee	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Endobacter	Ambiguous_taxa
21	083e9b044a4f6a7b6f348108ad41a5ad5856f490	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	uncultured alpha proteobacterium
22	08698e4618b670a0170623148ba88c77c24334c1	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Ambiguous_taxa
23	0883070e07903ac8dd8ed9fb74c9298fff8bf979	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	uncultured bacterium
24	08b2cda217beffd38d6531609fe5917ae1a4d573	Bacteria	Verrucomicrobia	OPB35 soil group	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
25	08cd47cacf7458a57132a300131d7d684b2f7277	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Gordonia	Gordonia kroppenstedtii DSM 45133
26	0906ee72406200f1133dd12a665bbf781945c739	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	uncultured bacterium
27	09a354528a523a26e81eeb6f6f35854588dd86c0	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Ambiguous_taxa	uncultured bacterium
28	09b112198882b3fdfb68dd6e74cc017883aeb377	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia-Shigella	uncultured bacterium
29	0a143f96e0fde515bcc4e0331dcef5902a50b678	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	1174-901-12	uncultured bacterium	uncultured bacterium
30	0a1a674a9a1ada104e1d5686b43172692ef2918e	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida
31	0a4bd8966a53e32ee4891c7751be88975169187f	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
32	0a84269d6d41a049c655d6a8e9b701472ef8390a	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Ambiguous_taxa
33	0a8e921ee76195a2bcbb607f087a3a42d72b2ac8	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Ambiguous_taxa
34	0aa8a335365318834291600121683b0c53184c8c	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
35	0abf4f186cffabb91edc82589892fabadb67bdcc	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Dongia	uncultured bacterium
36	0aec591343c5fa9c3084f00dcd01bc06d3537b52	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	Acidibacter	Ambiguous_taxa
37	0b0be42e65163f4cff4a1df67a058e73297d3fca	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	1174-901-12	Ambiguous_taxa	Ambiguous_taxa
38	0b18b16677fb23ba807fa069aa4d67a957e00b63	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp. Aws5
39	0b2e7d2e33a4d7ca1eedda9df568ec55e30804b2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	uncultured bacterium
40	0b54b89266a97b0cc26f898ddde157f5aed08e1a	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	Ambiguous_taxa
41	0b57f092b15a66cf626c13185df716ec6350bb4e	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS 17	Ambiguous_taxa	Ambiguous_taxa
42	0b6faf4ae125da0c1592873853164c31d766370a	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	uncultured bacterium
43	0bba0f5590c5ce0577ae4863b79ce28eee95fa0b	Bacteria	Verrucomicrobia	OPB35 soil group	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
44	0c12eb47256fc5bf0ed6b14238297745f7404b4d	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
45	0ca60e029dbf24a6f67eacec38e5d1b57a6e377b	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria Incertae Sedis	uncultured	uncultured bacterium	uncultured bacterium
46	0cbde142eeb281402131b4547e29ac06a11df7ee	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured bacterium
47	0d07c09bf3db4f5667050d2a144a2d3956f6b106	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	Granulicella cerasi
48	0d51c54faf11c5b3538f5fc4c159bea7481cf486	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	YNPFFP1	uncultured bacterium	uncultured bacterium
49	0d766e0371c014f79b7493374df945b540122a42	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Ambiguous_taxa
50	0e090ecd535ff30a79185849016ec770a5f10d69	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	7B-8	uncultured bacterium	uncultured bacterium
51	0e6a65f5e7948be1c3ca83ff4b67050b9cac1ad5	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	uncultured bacterium
52	0eae797711f6d63a6f666c4d737b8976705acd99	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	Ambiguous_taxa
53	0ef7bde7964a75a8ce35ecfbec2d83d5662e19e8	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Ambiguous_taxa
54	0effef2e834514bcb6ce33082befd89e6dd18143	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
55	0f12dfd07b9482543143c04e1ea3120f47769e53	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	uncultured bacterium
56	0f33d73fbbfe99ec5b205a4adeeef47dd88cc222	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	swine fecal bacterium RF2B-Pec11
57	0f74d5aed326412702faf89223d76f3658f9f6b4	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	uncultured bacterium
58	10370c8f128e1311400042c7629a0ea848aeaac7	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 7	uncultured bacterium
59	1038576b73deaf3e7a1202732088e35f664ff081	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	uncultured bacterium
60	1051bc0a231bd534a289a4293c7985262964c16b	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella nautarum
61	106f96bf793c7c1a4ce059dfbc2a3bf85405e839	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ambiguous_taxa	uncultured bacterium
62	107b967113fd14ffcf0304ca22b7df5d3da9f17e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Variibacter	uncultured forest soil bacterium
63	109e4715c3a266e8afd13d9bd6894dab0923ddc6	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Ambiguous_taxa
64	10df4ac49f1660d027c7bac3330035d3ddba589e	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	uncultured Sphingobacteriaceae bacterium
65	1147c07e14f5f5d9cd485f82926a7cbdfd023aee	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Angustibacter	Ambiguous_taxa
66	1183a17c51e8501df87a045a271c5aff001dd3b1	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Pseudarcicella	uncultured bacterium
67	11d6e6402f70947333fd927f09a97438d857165b	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	uncultured bacterium
68	122c6750c12f23733175f862908c855a81ef6842	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ambiguous_taxa	Ambiguous_taxa
69	1231ceeb8c33c9a32007a225b93b11b3254048fc	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	Ambiguous_taxa
70	1234d6edf0ec19d1c646830ed82f4da8e96bc5b5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	uncultured	Ambiguous_taxa
71	12a0f77f79a749fc42573bf39c03b156a9a5e202	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Ellin6055	Ambiguous_taxa	Ambiguous_taxa
72	12f9676cd2b836cc53b7a81eec7d8094a2331a48	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Ambiguous_taxa
73	1303dbaeda0e27fa6a6cfec8671c2966906e3837	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	1174-901-12	Ambiguous_taxa	Ambiguous_taxa
74	13225c89cc081f0c762bc12033cf92341be00ecf	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ambiguous_taxa	Ambiguous_taxa
75	136de08b92a7227953c106f75f6c906bf25bc594	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylotenera	uncultured bacterium
76	13e0bb05c2f323c34a75e0dc4424c46350b531f6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Endobacter	uncultured bacterium
77	140fb23718346e39b5c9be03e58788e1ab58dc9a	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured bacterium
78	1452294aa8d1e2f99907f8872dfaf09e17bb369f	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	iron-reducing bacterium enrichment culture clone FeC_1_F4
79	1473c9b7467e925dd2e6c6de51e5b0d9499c8d8a	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	uncultured	Ambiguous_taxa
80	14d09f38e1490c42d1cb7b75d6c064d71034dbed	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Ambiguous_taxa
81	15096e5311196638e428b4d2990b4a3df8112108	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Paraburkholderia	uncultured Burkholderiaceae bacterium
82	151491874dd220a23f942e531699ec8f66becf2a	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured	Ambiguous_taxa
83	15a17aa61a2f3429e5df4dbcbf5a3390bbf00d47	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	uncultured bacterium
84	1618f3b1b93b4daee7ac351c065341c4824e5fb1	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Ambiguous_taxa
85	16b13802f4ff736bc8fbfaae197dc96c13f3025c	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	LD29	uncultured bacterium	uncultured bacterium
86	16bcb9c3a49060596fafe7679eb6a1010487edcf	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	uncultured bacterium
87	16d6642d6ee1e61c85957192b223ec88eced80d7	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	uncultured bacterium
88	16da075018c69c69834805807da440119abe6e39	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas paucimobilis
89	1716f655261c41c03e6c4c88100d00bba3fdf7d2	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	uncultured bacterium
90	17ed466bc617b736e68f37cf8e7c45e730bb6fac	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	Ambiguous_taxa
91	1848f25647a877d212dbe3487c2f68c156fe844c	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis
92	18ba8ec278e4b36abb30b1f89767288b8dc4cbef	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Agrobacterium sp. LKXJ-3
93	18bc47bae596af5fb152960fef7a9a244cbcd1a8	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Chthoniobacterales Incertae Sedis	Terrimicrobium	uncultured bacterium
94	18c3d693c329680fd6fed84bbf39c51b1a439b25	Bacteria	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
95	18e43aed271a11cb0cc660821fcfd81b24a8fa0b	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ambiguous_taxa	uncultured bacterium
96	18fbaf493cd13feae6695f0ff2c09d4e0f1357c3	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	uncultured bacterium
97	19a5e2212bcd5ec9d6ad774660d1210e2a06f2f6	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	uncultured bacterium
98	19f7d27c00b31244d0a47fa2d5382b72a924edea	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Ambiguous_taxa
99	1ad798af027cdb2a99b08606f02df3c422439def	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	uncultured bacterium
100	1ae305106feadc30aafdc6dd4d5230ab33195d3a	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	uncultured bacterium	uncultured bacterium
101	1b3df53be7dbca2f0429e903f60ae21bc9d94ca2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Morganella	Ambiguous_taxa
102	1b919e1d3ad04aba26817a062540a4f885308d40	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Aquitalea	Ambiguous_taxa
103	1be263d4afa8d776391fe8373a2711a3e802320e	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Terriglobus	Ambiguous_taxa
104	1c51d2159e78092a96dd530f358856b3d5309a86	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	uncultured bacterium
105	1c87225b14b90a5a93af734417237efa03d3be22	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
106	1cbae3052d06ad0e0d2feed1fb237a84dc564d5e	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	uncultured	Ambiguous_taxa
107	1d89c92a5f3af87edb8f4044d1f2fa1f2937a80c	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	uncultured	uncultured bacterium
108	1d9c2c2ea4659fcd1540dda3546ae8126a9a272d	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 1	Ambiguous_taxa
109	1dbb9e05c24e38115b105cc1d07d5c21d7afa2eb	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Vibrionimonas	Ambiguous_taxa
110	1def33b4f75d74ca2150c9c1b2df7e8abb1cbefb	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	uncultured	Ambiguous_taxa
111	1e0e45ef084231f82c7af60f20d5ea15e56eb83d	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Roseiarcaceae	Roseiarcus	uncultured bacterium
112	1e5dbba5fab9bbdcd2c02a2ae57838d7475089ef	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Ambiguous_taxa
113	1e7b4526ef59b792c2ef6752b612b795da05d15e	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Ferruginibacter	Ambiguous_taxa
114	1e9484ebf6a199cee5440fd2adcb89aa023ac606	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
115	1eecd8269a8d9770c147844d803294827427a23d	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisoma	Ambiguous_taxa
116	1ef02b19ab85c692ba8dc169c91cb1d57b21e2bd	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	uncultured bacterium
117	1f45b6b957291a997cc638e673da4cacc694cb16	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Aquitalea	Ambiguous_taxa
118	1f808f92907853c701c677e590e0cc8f832f0b51	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida
119	1f9c6940bd96e3d7cce56756e7902a5185c6b760	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS 17	uncultured Bacteroidetes bacterium	uncultured Bacteroidetes bacterium
120	1fc0ccfe809fca28333ac5ca933baf0b547e0573	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rhodanobacter	Ambiguous_taxa
121	20009768ef1dded7793fd74bd9338d33196afa20	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	uncultured bacterium
122	202f0db92be710025d2149d413919cee8ea6c4da	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	uncultured	uncultured bacterium
123	203532095f1581115cb2a0c96ef8c8560686cf1a	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Ambiguous_taxa
124	208a4290feb6e7493e2648dd510472b12aec979d	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	uncultured soil bacterium
125	20ace4fd0bdf0ab7ed848cbe9612f213c45d896a	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	Paenibacillus sp. FS10
126	2107d5402f36645350a5fa0421cfe274b3b1dd70	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	uncultured bacterium
127	21a58995fb1baa5c06502db2d0e6c55f449d6486	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	Steroidobacter	Ambiguous_taxa
128	21c2d231fb5dd69043a57c0b3466663af6aebbff	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	uncultured bacterium
129	21d18d27eb5a27aa0cd32fca4962677a02b15e7e	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Ambiguous_taxa
130	21f9330b053c1b413898b81867ef8df61de23715	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Ambiguous_taxa
131	22344bb35fd1f38d8bce7283ed4998071c1cc5ca	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Terriglobus	uncultured Acidobacteriaceae bacterium
132	226fae8becf55345e794c8f6ec7017bf9fffab9c	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	agricultural soil bacterium SC-I-11
133	2275a7673041b6118bb65d11c86bab26e0e196d5	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	uncultured bacterium
134	22b0b886b3df0aca2860067e56d560ca09a856fc	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	uncultured bacterium
135	22dcb5cc0a76182dee9e80069a335ed72a4f8cf1	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae (Subgroup 3)	Paludibaculum	uncultured bacterium
136	22f69a246a032ff0ab1ec98ed00af8bf3b61c47f	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured	uncultured bacterium
137	22fbb02200f0eae22d61ecb6a04491a8106474ed	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	1174-901-12	Rhizobiales bacterium Ume16	Rhizobiales bacterium Ume16
138	2313b17a6be4fa5d9e817b3f0b51495d725e5d3f	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	uncultured bacterium
139	2346381a10a24cee7dd805dc691e5f01921c9b5c	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	uncultured bacterium	uncultured bacterium
140	2369c7db10dca687ae0bc711ee74462c07c65e78	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida
141	237e59e793c69b7c4847db5212967aa3cfc25eee	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS 17	uncultured bacterium	uncultured bacterium
142	23b4db253010975cac38f946d1d7a5171200f43e	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
143	23b5fa83ecc750427be03237431847ef99a3110d	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Ambiguous_taxa
144	24ab20de950909c121029e001918cc5fe4c4f9dd	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	uncultured bacterium
145	24d1e527a57c329eb84ee140c42b5a88803542ce	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Leptospiraceae	Turneriella	Ambiguous_taxa
146	253a8ad10edc61483c64e903b6811522849874ce	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	uncultured	uncultured Rhizobiales bacterium
147	256d0ccf7adbc7593550b3bb6cd747dae585c355	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	uncultured bacterium
148	2576c5b10332f8720cfd0463dba7979b6e9785a1	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	E1B-B3-114	Rhacophorus dennysi
149	2597a953998f7892a850038f45b987a0de0bd6e9	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria Incertae Sedis	uncultured	uncultured bacterium	uncultured bacterium
150	25e30ea74fb2b8b9c127a7f29b325bdcc4369ce9	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
151	2718c8cbed0ad5f32fb00903fc4fabf08e65dfca	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Paraburkholderia	Ambiguous_taxa
152	2775011540c0585fd9aa232c80d04f7d02d4992c	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rhodanobacter	Ambiguous_taxa
153	2792ec26a18a46ca0bf765b2868a43a9513fd8b4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	uncultured bacterium
154	27a4dd07e408c6d83e7167e59295959451501e6c	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group	uncultured bacterium	uncultured bacterium
155	2836a824e6866754581984eceff10f3b27203695	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	uncultured bacterium
