GeneId	Sample107	Sample108	Sample109	Sample110	Sample111	Sample112	Sample115	Sample116	Sample117	Sample118	Sample119	Sample120	Sample134	Sample135	Sample136	Sample143	Sample144	Sample145	
gi|442739105|gb|AGC66801.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98398	0	0
gi|442739106|gb|AGC66802.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90155	0
gi|442739107|gb|AGC66803.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.07515	4.70454
gi|442739109|gb|AGC66805.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.5359	24.1412	4.70454
gi|442739111|gb|AGC66807.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26606	0
gi|442739112|gb|AGC66808.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96199	0	0
gi|442739113|gb|AGC66809.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.87653	2.76934	5.60663
gi|442739114|gb|AGC66810.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.93616	0	0
gi|442739116|gb|AGC66812.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.73632	17.5657	3.79555
gi|442739117|gb|AGC66813.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.44703	10.9229
gi|442739122|gb|AGC66818.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.23756	0
gi|442739128|gb|AGC66824.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96199	2.76934	0
gi|442739129|gb|AGC66825.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.60663
gi|442739130|gb|AGC66826.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76934	0
gi|442739140|gb|AGC66836.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96199	0	0
gi|442739143|gb|AGC66839.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0353	5.26606	4.70454
gi|442739146|gb|AGC66842.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98398	0	0
gi|442739150|gb|AGC66846.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98398	0	3.79555
gi|442739151|gb|AGC66847.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.23756	0
gi|442739153|gb|AGC66849.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.44703	0
gi|442739154|gb|AGC66850.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96199	0	0
gi|442739155|gb|AGC66851.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76934	9.16548
gi|442739156|gb|AGC66852.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.93616	0	0
gi|442739158|gb|AGC66854.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.4501	5.26606	1.94822
gi|442739161|gb|AGC66857.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.61591	0
gi|442739168|gb|AGC66864.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96199	5.26606	0
gi|442739170|gb|AGC66866.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.70454
gi|442739173|gb|AGC66869.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98398	12.3154	0
gi|442739174|gb|AGC66870.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98398	1.90155	8.28189
gi|442739175|gb|AGC66871.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.90748	0	0
gi|442739177|gb|AGC66873.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96199	0	0
gi|442739178|gb|AGC66874.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98398	0	0
gi|442739180|gb|AGC66876.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94822
gi|442739181|gb|AGC66877.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.93616	3.61591	5.60663
gi|442739189|gb|AGC66885.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87783
gi|442739191|gb|AGC66887.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98398	0	0
gi|442739192|gb|AGC66888.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8437	0	0
gi|442739195|gb|AGC66891.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.90748	0	0
gi|442739197|gb|AGC66893.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8437	8.45627	1.94822
gi|442739199|gb|AGC66895.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98398	0	0
gi|442739200|gb|AGC66896.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98398	3.61591	11.7974
gi|442739202|gb|AGC66898.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87783
gi|442739206|gb|AGC66902.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.5777	3.61591	3.79555
gi|442739207|gb|AGC66903.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98398	0	0
gi|442739208|gb|AGC66904.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.93616	0	0
gi|442739210|gb|AGC66906.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.70454
gi|442739211|gb|AGC66907.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.07515	3.79555
gi|442739212|gb|AGC66908.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.87653	0	0
gi|442739214|gb|AGC66910.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87783
gi|442739215|gb|AGC66911.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.87653	8.45627	0
gi|442739216|gb|AGC66912.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76934	0
gi|442739217|gb|AGC66913.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90155	0
gi|442739221|gb|AGC66917.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.39456
gi|442739226|gb|AGC66922.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.93616	0	0
gi|442739227|gb|AGC66923.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.80926	5.26606	9.16548
gi|442739229|gb|AGC66925.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.93616	5.26606	4.70454
gi|442739235|gb|AGC66931.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94822
gi|442739239|gb|AGC66935.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.79555
gi|442739241|gb|AGC66937.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.93616	6.07515	0
gi|442739243|gb|AGC66939.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90155	1.94822
gi|442739246|gb|AGC66942.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98398	4.44703	0
gi|442739249|gb|AGC66945.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96199	0	0
gi|442739251|gb|AGC66947.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.79555
gi|442739258|gb|AGC66954.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96199	0	0
gi|442739261|gb|AGC66957.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94822
gi|442739264|gb|AGC66960.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.79555
gi|442739266|gb|AGC66962.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76934	0
gi|442739269|gb|AGC66965.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.93616	3.61591	0
gi|442739270|gb|AGC66966.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.90748	0	3.79555
gi|442739272|gb|AGC66968.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.61591	0
gi|442739275|gb|AGC66971.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.5359	6.07515	3.79555
gi|442739277|gb|AGC66973.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.80926	3.61591	0
gi|442739279|gb|AGC66975.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76934	0
gi|442739281|gb|AGC66977.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8437	0	0
gi|442739285|gb|AGC66981.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.87584	0
gi|442739288|gb|AGC66984.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26606	0
gi|442739289|gb|AGC66985.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.39456
gi|442739290|gb|AGC66986.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.60663
gi|442739291|gb|AGC66987.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.45627	0
gi|442739292|gb|AGC66988.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8437	6.07515	0
gi|442739293|gb|AGC66989.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98398	2.76934	0
gi|442739294|gb|AGC66990.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87783
gi|442739296|gb|AGC66992.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.87584	0
gi|442739297|gb|AGC66993.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.6981	0	0
gi|442739298|gb|AGC66994.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.45627	11.7974
gi|442739299|gb|AGC66995.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.07515	0
gi|442739306|gb|AGC67002.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.6187	0	6.50302
gi|442739309|gb|AGC67005.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96199	0	0
gi|442739310|gb|AGC67006.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.79555
gi|442739313|gb|AGC67009.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94822
gi|442739320|gb|AGC67016.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.61591	0
gi|442739321|gb|AGC67017.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.5359	3.61591	0
gi|442739323|gb|AGC67019.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96199	0	0
gi|442771200|gb|AGC71893.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94822
gi|442771206|gb|AGC71899.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76934	14.4062
gi|442771402|gb|AGC72090.1|	0	0	0	0	0	0	0	0	0	0	0	0	3.71638	0	0	10.6981	0	18.7146
gi|443332438|gb|ELS47047.1|	0	607.156	936.963	254.662	5.4281	15.441	1119.35	1703.8	495.203	1003.57	2067.31	192.241	69.3946	3.37305	78.2926	195.507	350.309	714.312
gi|443332439|gb|ELS47048.1|	0	0	0	0	0	3.47738	932.386	432.51	0	0	15.0826	0	74.6111	29.0591	17.4815	7.80926	30.5771	6.50302
gi|445563932|gb|ELY20071.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.61591	0
gi|445563933|gb|ELY20072.1|	0	0	0	0	2.82129	0	0	59.1306	0	0	0	5.45194	0	0	0	25.9868	24.1412	18.7146
gi|445563935|gb|ELY20074.1|	4.62384	45.9877	3.07765	0	0	0	8.05684	15.0643	7.26645	6.08158	0	3.18254	5.45594	74.2192	19.9531	62.8678	33.4022	7.39456
gi|445564535|gb|ELY20654.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.44703	0
gi|448245177|ref|YP_007392894.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.79555
gi|449147947|gb|EMB51952.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.79555
gi|449147958|gb|EMB51957.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.44703	0
gi|449148014|gb|EMB51983.1|	8.94137	5.25506	49.166	0	0	0	70.002	226.934	59.3325	0	11.427	0	36.7712	14.2067	54.4957	31.6878	21.2388	44.7776
gi|449189063|gb|EMB90742.1|	0	0	0	0	0	0	0	0	11.3824	4.04201	0	0	1.92779	0	8.99797	0	12.3154	0
gi|449189848|gb|EMB91471.1|	16.4669	5.25506	61.4963	5.76437	195.369	0	33.3952	562.921	49.5642	61.8804	62.7181	28.4721	12.171	0	22.4412	755.833	350.309	411.927
gi|449190021|gb|EMB91633.1|	104.117	2889.08	3049.31	2.52302	61.1386	57.7003	1377.37	31840.7	6486.07	549.322	580.958	835.893	378.613	19797.5	5334.05	2834.67	241.743	568.801
gi|449192088|gb|EMB93523.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87783
gi|449220398|gb|EMC20273.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87783
gi|449221022|gb|EMC20828.1|	0	0	11.6309	5.15111	0	0	33.3952	22.0324	0	0	36.5336	8.94634	7.16441	8.61506	62.3761	89.1722	966.883	175.456
gi|449226522|gb|EMC26045.1|	0	0	0	0	0	0	0	16.4397	0	0	4.33449	0	0	0	0	0	4.44703	0
gi|456354395|dbj|BAM88840.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.8389	0	0
gi|459350490|emb|CCQ78406.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.50302
gi|459350492|emb|CCQ78408.1|	0	0	0	0	0	0	0	7.06918	7.26645	0	3.19714	0	2.83015	7.26389	0	7.80926	44.5312	83.1975
gi|459350494|emb|CCQ78410.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.93616	0	0
gi|459677158|gb|EMH93716.1|	107.117	0	0	35.4017	131.818	0	698.348	0	222.447	0	0	235.189	0	303.626	19.9531	189.002	210.853	100.917
gi|459677447|gb|EMH93983.1|	0	0	0	0	0	326.209	0	0	828.483	0	0	439.231	0	0	788.768	0	0	0
gi|460148011|gb|EMI12418.1|	0	0	0	0	0	0	0	0	0	6.08158	0	0	0	0	0	0	0	0
gi|460148586|gb|EMI12984.1|	0	0	0	0	0	0	23.2469	0	0	0	0	0	0	20.0246	0	0	0	0
gi|460150952|gb|EMI15241.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.4265
gi|469479233|gb|AGH49458.1|	0	0	0	0	0	0	0	0	0	0	9.02416	0	0	0	0	81.6674	29.157	41.4586
gi|47003|emb|CAA78895.1|	0	0	0	0	0	0	0	0	0	0	5.48861	0	0	0	0	0	0	0
gi|472145614|emb|CCV04004.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.8886	0	0
gi|472342983|ref|YP_007676487.1|	0	0	0	0	0	0	0	0	0	0	0	3.18254	0	0	0	0	0	0
gi|473433374|gb|EMS40254.1|	6.36839	137.946	274.954	112.422	24.8051	5.751	185.254	991.538	2491.92	28.7121	126.435	819.562	537.874	434.645	634.141	557.989	547.853	105.727
gi|47429|emb|CAA68778.1|	0	0	0	1.79302	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|474935560|gb|EMS95236.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.3874	0	0
gi|47555909|gb|EAL14248.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.70454
gi|476621957|gb|EMZ28750.1|	0	0	0	0	0	7.20882	0	0	0	0	0	0	3.71638	0	0	0	0	0
gi|476721246|gb|ENA26134.1|	0	3.10364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|477890270|gb|ENL04231.1|	0	0	2.03251	0	0	0	34.4107	214.92	0	0	0	0	4.59081	0	0	94.796	8.45627	1.94822
gi|478272380|gb|ENN84331.1|	0	5.25506	0	0	0	0	0	0	0	179.852	0	19.7973	0	52.7641	0	0	0	0
gi|478274051|gb|ENN85990.1|	0	0	0	0	0	0	593.729	931.352	0	0	0	0	0	1481.73	285.549	0	0	0
gi|478275409|gb|ENN87327.1|	0	0	0	110.329	361.248	384.769	273.151	235.549	0	0	0	21.0263	0	0	240.001	0	0	0
gi|478277725|gb|ENN89592.1|	0	0	348.403	0	50.7229	0	0	0	0	663.477	728.815	533.141	338.427	0	0	399.86	0	0
gi|478277728|gb|ENN89595.1|	3.7394	21.9407	45.8147	9.23601	15.3142	12.7695	0	59.1306	0	0	64.0459	44.9281	0	0	86.3189	0	0	0
gi|478759114|emb|CCH69100.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.8389	16.8242	92.879
gi|479294862|gb|ENO82962.1|	0	0	0	0	0	0	0	0	11.3824	6.08158	23.7903	41.098	16.2523	0	5.47627	0	0	0
gi|479302299|gb|ENO90399.1|	0	0	0	0	0	14.1124	0	9.67704	0	0	0	0	6.31342	27.5316	8.99797	0	0	3.79555
gi|479305034|gb|ENO93134.1|	0	0	7.3241	0	548.592	0	894.391	0	0	0	0	0	12.9927	0	0	0	0	0
gi|479307622|gb|ENO95722.1|	0	5.25506	8.39644	200.638	80.9455	158.488	0	0	36.8307	36.9856	0	23.4953	3.71638	62.5788	11.3902	0	33.4022	21.2803
gi|479643343|gb|ENS15315.1|	0	0	0	0	0	0	0	9.67704	0	7.10342	10.2217	6.60677	1.92779	0	0	240.972	40.3868	140.763
gi|479724146|gb|ENS94858.1|	0	0	0	0	0	0	0	0	0	0	0	4.30953	0	0	0	49.6694	58.144	22.1327
gi|480030975|gb|ENV71128.1|	0	0	17.0658	0	0	0	0	0	0	0	0	0	0	0	0	39.2706	21.9672	55.5014
gi|480571940|gb|ENY73677.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.4062	26.3	0
gi|48066|emb|CAA30071.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	7.26389	0	0	0	0
gi|480714362|gb|ENZ56689.1|	0	0	0	0	0	0	0	13.6994	0	0	0	0	0	0	0	0	0	0
gi|481868100|gb|EOA03053.1|	0	11.8464	106.752	24.234	0	50.8121	0	324.807	1461.27	15.3093	509.257	0	750.815	884.783	6.63961	0	25.582	98.508
gi|482517532|gb|EOA07717.1|	0	0	0	0	0	11.4105	0	0	0	0	0	0	0	0	0	0	16.0801	0
gi|482518165|gb|EOA08338.1|	0	2.04332	0	0	0	0	0	0	0	0	0	0	0	0	84.9783	0	0	0
gi|482616926|gb|EOA64624.1|	0	0	43.5835	16.5603	0	0	19.1914	0	261.938	17.3669	0	126.745	12.171	44.7166	781.221	26.9379	0	343.355
gi|484357975|gb|EOB10662.1|	0	0	6.25533	3.2149	0	0	0	9.67704	51.1803	2.01048	30.1248	6.60677	0	35.2436	10.1903	0	1.90155	3.79555
gi|484357976|gb|EOB10663.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.794	88.5971	0
gi|484358049|gb|EOB10733.1|	0	0	0	0	0	0	0	2.13099	0	0	0	3.18254	0	0	0	134.064	46.5919	73.4714
gi|484580390|gb|AGK56423.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.6187	0	0
gi|485397024|gb|EOC55235.1|	0	44.8318	0	3.2149	66.306	46.7457	0	0	111.976	50.4586	82.7823	10.1286	23.4631	104.928	82.3006	0	24.8624	30.5938
gi|485405334|gb|EOC62964.1|	0	0	17.0658	0	0	88.2578	0	65.3035	0	0	0	0	7.16441	0	0	226.138	253.77	346.414
gi|485716336|ref|WP_001348220.1|	0	0	0	0	0	0	0	0	0	0	0	5.45194	0	0	0	0	0	17.8563
gi|486438133|gb|EOD83056.1|	0	0	330.88	0	0	6.48452	1087.5	80.9442	0	0	0	0	0	35.2436	0	0	4.44703	16.1349
gi|487354292|gb|EOM67952.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.23756	0
gi|487652203|ref|WP_001747474.1|	0	0	0	0	0	0	0	0	0	0	0	3.18254	0	0	0	0	0	0
gi|488378312|ref|WP_002447697.1|	0	0	0	0	0	0	2.00473	0	0	0	0	0	0	0	0	0	0	0
gi|488704791|ref|WP_002628760.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.44703	10.9229
gi|488785016|ref|WP_002697423.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90155	0
gi|488804489|ref|WP_002716895.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94822
gi|488826194|ref|WP_002738600.1|	0	0	0	0	0	0	0	0	0	0	3.19714	0	0	0	0	0	0	0
gi|488884631|ref|WP_002796856.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76934	0
gi|489025001|ref|WP_002935413.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.90748	0	0
gi|489096363|ref|WP_003006243.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98398	0	0
gi|489097235|ref|WP_003007113.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.4062	0	0
gi|489124565|ref|WP_003034364.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94822
gi|489237987|ref|WP_003146244.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98398	0	0
gi|489334951|ref|WP_003242184.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.61591	0
gi|489447938|ref|WP_003353335.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.70454
gi|489503697|ref|WP_003408586.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98398	0	0
gi|489781602|ref|WP_003685493.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.93616	0	0
gi|490269055|ref|WP_004165429.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90155	0
gi|490431300|ref|WP_004303419.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76934	0
gi|490489294|gb|EON25613.1|	0	0	0	0	0	0	0	0	0	6.08158	0	0	0	0	0	0	0	0
gi|490527551|ref|WP_004392796.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423.804	0	0
gi|490706007|ref|WP_004569347.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90155	0
gi|490987752|ref|WP_004849485.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.8389	0	0
gi|491018219|ref|WP_004879925.1|	0	0	0	0	0	0	0	0	0	0	0	4.30953	0	0	0	0	0	0
gi|491532788|ref|WP_005390411.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.3048	0
gi|491564249|ref|WP_005421835.1|	0	0	0	0	0	0	0	5.7935	0	0	0	0	0	0	0	0	0	0
gi|491903066|ref|WP_005662139.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.87653	0	0
gi|492675911|ref|WP_005918819.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.77341	0	0
gi|492849575|ref|WP_006003529.1|	0	0	0	0	0	0	0	11.0047	0	0	10.2217	0	0	0	0	0	0	0
gi|492887349|ref|WP_006022908.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.79555
gi|493167269|ref|WP_006171775.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.4062	0	0
gi|493313857|ref|WP_006271284.1|	0	0	0	0	0	0	0	5.7935	0	0	0	0	0	0	0	0	0	0
gi|493319699|ref|WP_006277031.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.3874	4.44703	0
gi|493321335|ref|WP_006278652.1|	958.44	995.05	1921.39	3271.74	11007.7	4332.92	835.869	7506.19	11041.7	1745.82	2922.7	1426.86	2362.16	12284.3	5181.99	7673.23	2877.58	6411.44
gi|493499511|ref|WP_006454034.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76934	0
gi|493503770|ref|WP_006458236.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.60663
gi|493569574|ref|WP_006522844.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90155	0
gi|493575394|ref|WP_006528542.1|	0	0	0	0	0	0	0	0	0	0	0	0	6.31342	0	0	0	0	0
gi|493575766|ref|WP_006528904.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96199	0	0
gi|493662623|ref|WP_006613917.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96199	0	0
gi|493666240|ref|WP_006616586.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.87653	0	0
gi|493669842|ref|WP_006620184.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98398	0	0
gi|493683104|ref|WP_006633252.1|	0	0	0	0	0	0	0	0	0	0	0	2.07594	0	0	0	0	0	0
gi|493683235|ref|WP_006633381.1|	0	0	0	3.87975	0	0	0	0	0	0	0	0	0	0	0	0	2.76934	0
gi|493685764|ref|WP_006635876.1|	0	0	0	5.76437	1.92398	3.47738	0	0	0	0	0	0	2.83015	2.1535	0	140.594	4.44703	0
gi|493740000|ref|WP_006689132.1|	0	0	0	0	0	0	0	0	4.63885	0	0	0	0	0	0	0	0	0
gi|493907571|ref|WP_006853208.1|	0	0	0	0	0	0	0	0	0	0	0	0	8.00975	0	0	0	0	0
gi|493911707|ref|WP_006857149.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.93616	0	0
gi|493966585|ref|WP_006909907.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.90748	0	0
gi|493966686|ref|WP_006910002.1|	0	0	0	0	0	4.24985	0	0	0	0	0	0	0	0	0	4.90748	0	0
gi|494034890|ref|WP_006977020.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.8242	0
gi|494037562|ref|WP_006979688.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98398	0	0
gi|494037602|ref|WP_006979728.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96199	0	0
gi|494038105|ref|WP_006980231.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.87653	0	0
gi|494038666|ref|WP_006980792.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94822
gi|494039689|ref|WP_006981815.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94822
gi|494061980|ref|WP_007004060.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96199	0	0
gi|494127351|ref|WP_007067123.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98398	0	0
gi|494159834|ref|WP_007099570.1|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87783
gi|494160923|ref|WP_007100659.1|	0	0	0	0	0	0	0	0	4.63885	0	0	0	0	0	0	0	0	0
